newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,*),((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	44	86	247	876	6	64
((*,*),((*,*),((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))))));	41	85	245	879	7	256
((*,*),((*,*),((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	41	85	244	885	6	128
((*,*),((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	43	85	242	888	6	64
((*,*),((*,*),((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))))));	40	84	240	891	7	256
((*,*),((*,*),((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))))));	39	83	237	897	7	128
((*,*),((*,*),((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	39	83	235	912	6	64
((*,*),((*,*),((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))))));	36	82	233	915	7	256
((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	43	85	238	930	5	32
((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	40	84	236	933	6	128
((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	39	83	233	939	6	64
((*,*),((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	38	82	229	948	6	64
((*,*),((*,*),((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))))));	35	81	227	951	7	256
((*,*),((*,*),((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	35	81	226	957	6	128
((*,*),((*,*),((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	39	83	229	975	5	32
((*,*),((*,*),((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	36	82	227	978	6	128
((*,*),((*,*),((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	35	81	224	984	6	64
((*,*),((*,*),((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	36	82	227	978	6	128
((*,*),((*,*),((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))))));	33	81	225	981	7	512
((*,*),((*,*),((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	32	80	222	987	7	256
((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*))))))))));	50	90	253	975	4	16
((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*)))))))));	47	89	251	978	5	64
((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*)))))))));	46	88	248	984	5	32
((*,*),((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*)))))))));	45	87	244	993	5	32
((*,*),((*,*),((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*))))))));	42	86	242	996	6	128
((*,*),((*,*),((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*))))))));	42	86	241	1002	5	64
((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))))));	44	86	239	1005	5	32
((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,*))))))));	41	85	237	1008	6	128
((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),((*,*),(*,(*,*))))))));	40	84	234	1014	6	64
((*,*),((*,*),((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,(*,*))))))));	40	84	232	1029	5	32
((*,*),((*,*),((*,(*,(*,*))),(*,((*,(*,*)),((*,*),(*,*)))))));	37	83	230	1032	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))))));	43	85	233	1020	5	32
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,*))))))));	40	84	231	1023	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,*))))))));	39	83	228	1029	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,*))))))));	38	82	224	1038	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,*)))))));	35	81	222	1041	7	256
((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*)))))));	35	81	221	1047	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))))));	38	82	221	1065	5	32
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*)))))));	35	81	219	1068	6	128
((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*)))))));	34	80	216	1074	6	64
((*,*),((*,*),((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))))));	35	81	217	1083	5	64
((*,*),((*,*),((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*))))));	32	80	215	1086	6	128
((*,*),((*,*),((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*))))));	29	79	213	1089	7	1024
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,*)))))))));	45	87	235	1101	4	16
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,*))))))));	42	86	233	1104	5	64
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,*))))))));	41	85	230	1110	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,*))))))));	40	84	226	1119	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,*)))))));	37	83	224	1122	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,*)))))));	37	83	223	1128	5	64
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))))));	39	83	221	1131	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*)))))));	36	82	219	1134	6	128
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*)))))));	35	81	216	1140	6	64
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))))));	35	81	214	1155	5	32
((*,*),((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*))))));	32	80	212	1158	6	128
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,*))))))));	42	86	229	1146	4	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,*)))))));	39	85	227	1149	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,*)))))));	38	84	224	1155	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,*)))))));	37	83	220	1164	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*))))));	34	82	218	1167	6	128
((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))))));	34	82	217	1173	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,*))))));	42	86	233	1104	5	64
((*,*),((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,*))))));	41	85	230	1110	5	32
((*,*),((*,*),((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,*)))));	47	89	251	978	5	64
((*,*),((*,*),((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,*)))));	44	88	249	981	6	256
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,*))))));	39	85	231	1107	6	256
((*,*),((*,*),((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,*))))));	38	84	228	1113	6	128
((*,*),((*,*),((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,*)))));	43	87	246	987	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,*)))))));	36	84	225	1152	6	512
((*,*),((*,*),((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,*)))))));	35	83	222	1158	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,*)))))));	34	82	218	1167	6	128
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,*))))));	31	81	216	1170	7	512
((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*))))));	31	81	215	1176	6	256
((*,*),((*,*),((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,*))))));	38	84	228	1113	6	128
((*,*),((*,*),((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,*))))));	37	83	225	1119	6	64
((*,*),((*,*),((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,*)))));	42	86	242	996	6	128
((*,*),((*,*),((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,*)))));	39	85	240	999	7	512
((*,*),((*,*),((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,*)))));	39	85	239	1005	6	256
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,*))))))));	37	83	224	1122	6	128
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,*)))))));	34	82	222	1125	7	512
((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,*)))))));	34	82	221	1131	6	256
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,*))))))));	36	82	219	1134	6	128
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,*)))))));	33	81	217	1137	7	512
((*,*),((*,*),((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,*)))))));	32	80	214	1143	7	256
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	32	80	212	1158	6	128
((*,*),((*,*),((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,*))))));	29	79	210	1161	7	512
((*,*),((*,*),((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,*)))))));	34	82	219	1164	6	128
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,*)))))));	33	81	215	1173	6	64
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,*))))));	30	80	213	1176	7	256
((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	30	80	212	1182	6	128
((*,*),((*,*),((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,*))))));	36	82	221	1128	6	64
((*,*),((*,*),((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,*)))));	41	85	237	1008	6	128
((*,*),((*,*),((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,*)))));	38	84	235	1011	7	512
((*,*),((*,*),((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,*))))));	33	81	219	1131	7	256
((*,*),((*,*),((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,*)))));	37	83	232	1017	7	256
((*,*),((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,*))))));	33	81	218	1137	6	128
((*,*),((*,*),((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,*)))));	37	83	230	1032	6	128
((*,*),((*,*),((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,*)))));	34	82	228	1035	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,*)))))))));	40	84	231	1023	6	128
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,*))))))));	37	83	229	1026	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,*))))))));	36	82	226	1032	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,*))))))));	35	81	222	1041	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,*)))))));	32	80	220	1044	8	1024
((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,*)))))));	32	80	219	1050	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,*))))))));	35	81	219	1068	6	128
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,*)))))));	32	80	217	1071	7	512
((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,*)))))));	31	79	214	1077	7	256
((*,*),((*,*),(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,*)))))));	32	80	215	1086	6	256
((*,*),((*,*),(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,*))))));	29	79	213	1089	7	512
((*,*),((*,*),(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,*))))));	26	78	211	1092	8	4096
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,*))))))));	35	81	216	1140	6	64
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,*)))))));	32	80	214	1143	7	256
((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,*)))))));	31	79	211	1149	7	128
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	31	79	209	1164	6	64
((*,*),((*,*),(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,*))))));	28	78	207	1167	7	256
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,*)))))));	32	80	211	1182	6	128
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,*))))));	29	79	209	1185	7	256
((*,*),((*,*),(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	29	79	208	1191	6	128
((*,*),((*,*),(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,*))))));	26	78	207	1188	8	2048
((*,*),((*,*),(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,*))))));	26	78	206	1194	7	512
((*,*),((*,*),(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,*))))));	26	78	205	1200	6	512
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	66	102	316	768	3	8
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	63	101	314	771	4	32
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	62	100	311	777	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	61	99	307	786	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),((*,*),(*,*))))))))));	58	98	305	789	5	64
((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	58	98	304	795	4	32
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	60	98	302	798	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,((*,*),(*,*))))))))));	57	97	300	801	5	64
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),((*,*),(*,(*,*))))))))));	56	96	297	807	5	32
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	56	96	295	822	4	16
((*,*),((*,(*,*)),(*,(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	53	95	293	825	5	64
((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	59	97	296	813	4	16
((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,(*,((*,*),(*,*))))))))));	56	96	294	816	5	64
((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,((*,*),(*,(*,*))))))))));	55	95	291	822	5	32
((*,*),((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,(*,(*,*))))))))));	54	94	287	831	5	32
((*,*),((*,(*,*)),(*,(*,(*,((*,*),((*,*),((*,*),(*,*)))))))));	51	93	285	834	6	128
((*,*),((*,(*,*)),(*,(*,(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	51	93	284	840	5	64
((*,*),((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	54	94	284	858	4	16
((*,*),((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	51	93	282	861	5	64
((*,*),((*,(*,*)),(*,(*,(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	50	92	279	867	5	32
((*,*),((*,(*,*)),(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	51	93	280	876	4	32
((*,*),((*,(*,*)),(*,(*,(*,((*,(*,(*,*))),((*,*),(*,*))))))));	48	92	278	879	5	64
((*,*),((*,(*,*)),(*,(*,(*,(((*,*),(*,*)),((*,*),(*,*))))))));	45	91	276	882	6	512
((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	58	96	289	831	4	16
((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))));	55	95	287	834	5	64
((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))));	54	94	284	840	5	32
((*,*),((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))));	53	93	280	849	5	32
((*,*),((*,(*,*)),(*,(*,((*,*),(*,((*,*),((*,*),(*,*)))))))));	50	92	278	852	6	128
((*,*),((*,(*,*)),(*,(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	50	92	277	858	5	64
((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))));	52	92	275	861	5	32
((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),(*,((*,*),(*,*)))))))));	49	91	273	864	6	128
((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),((*,*),(*,(*,*)))))))));	48	90	270	870	6	64
((*,*),((*,(*,*)),(*,(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	48	90	268	885	5	32
((*,*),((*,(*,*)),(*,(*,((*,*),((*,(*,*)),((*,*),(*,*))))))));	45	89	266	888	6	128
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	52	92	271	903	4	16
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	49	91	269	906	5	64
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	48	90	266	912	5	32
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	47	89	262	921	5	32
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),((*,*),((*,*),(*,*))))))));	44	88	260	924	6	128
((*,*),((*,(*,*)),(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	44	88	259	930	5	64
((*,*),((*,(*,*)),(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	48	90	262	948	4	16
((*,*),((*,(*,*)),(*,(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))));	45	89	260	951	5	64
((*,*),((*,(*,*)),(*,(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))));	44	88	257	957	5	32
((*,*),((*,(*,*)),(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	45	89	260	951	5	64
((*,*),((*,(*,*)),(*,(*,((*,((*,*),(*,*))),((*,*),(*,*)))))));	42	88	258	954	6	256
((*,*),((*,(*,*)),(*,(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))));	41	87	255	960	6	128
((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	57	95	281	852	4	16
((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))));	54	94	279	855	5	64
((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))));	53	93	276	861	5	32
((*,*),((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))));	52	92	272	870	5	32
((*,*),((*,(*,*)),(*,((*,*),(*,(*,((*,*),((*,*),(*,*)))))))));	49	91	270	873	6	128
((*,*),((*,(*,*)),(*,((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))));	49	91	269	879	5	64
((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))));	51	91	267	882	5	32
((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),(*,((*,*),(*,*)))))))));	48	90	265	885	6	128
((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),((*,*),(*,(*,*)))))))));	47	89	262	891	6	64
((*,*),((*,(*,*)),(*,((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))));	47	89	260	906	5	32
((*,*),((*,(*,*)),(*,((*,*),(*,((*,(*,*)),((*,*),(*,*))))))));	44	88	258	909	6	128
((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))));	50	90	261	897	5	32
((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,(*,((*,*),(*,*)))))))));	47	89	259	900	6	128
((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,((*,*),(*,(*,*)))))))));	46	88	256	906	6	64
((*,*),((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,(*,(*,*)))))))));	45	87	252	915	6	64
((*,*),((*,(*,*)),(*,((*,*),((*,*),((*,*),((*,*),(*,*))))))));	42	86	250	918	7	256
((*,*),((*,(*,*)),(*,((*,*),((*,*),((*,(*,*)),(*,(*,*))))))));	42	86	249	924	6	128
((*,*),((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))));	45	87	249	942	5	32
((*,*),((*,(*,*)),(*,((*,*),((*,(*,*)),(*,((*,*),(*,*))))))));	42	86	247	945	6	128
((*,*),((*,(*,*)),(*,((*,*),((*,(*,*)),((*,*),(*,(*,*))))))));	41	85	244	951	6	64
((*,*),((*,(*,*)),(*,((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))));	42	86	245	960	5	64
((*,*),((*,(*,*)),(*,((*,*),((*,(*,(*,*))),((*,*),(*,*)))))));	39	85	243	963	6	128
((*,*),((*,(*,*)),(*,((*,*),(((*,*),(*,*)),((*,*),(*,*)))))));	36	84	241	966	7	1024
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))));	50	90	256	957	4	16
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))));	47	89	254	960	5	64
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))));	46	88	251	966	5	32
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))));	45	87	247	975	5	32
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,((*,*),((*,*),(*,*))))))));	42	86	245	978	6	128
((*,*),((*,(*,*)),(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))));	42	86	244	984	5	64
((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	44	86	242	987	5	32
((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),(*,((*,*),(*,*))))))));	41	85	240	990	6	128
((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),((*,*),(*,(*,*))))))));	40	84	237	996	6	64
((*,*),((*,(*,*)),(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	40	84	235	1011	5	32
((*,*),((*,(*,*)),(*,((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))));	37	83	233	1014	6	128
((*,*),((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))));	45	87	241	1038	4	16
((*,*),((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))));	42	86	239	1041	5	64
((*,*),((*,(*,*)),(*,((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))));	41	85	236	1047	5	32
((*,*),((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))));	40	84	232	1056	5	32
((*,*),((*,(*,*)),(*,((*,(*,(*,*))),((*,*),((*,*),(*,*)))))));	37	83	230	1059	6	128
((*,*),((*,(*,*)),(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	37	83	229	1065	5	64
((*,*),((*,(*,*)),(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))));	42	86	236	1068	4	32
((*,*),((*,(*,*)),(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))));	39	85	234	1071	5	64
((*,*),((*,(*,*)),(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))));	38	84	231	1077	5	32
((*,*),((*,(*,*)),(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))));	42	86	239	1041	5	64
((*,*),((*,(*,*)),(*,((*,(*,((*,*),(*,*)))),((*,*),(*,*))))));	39	85	237	1044	6	256
((*,*),((*,(*,*)),(*,((*,((*,*),(*,*))),(*,((*,*),(*,*)))))));	36	84	232	1074	6	512
((*,*),((*,(*,*)),(*,((*,((*,*),(*,*))),((*,*),(*,(*,*)))))));	35	83	229	1080	6	128
((*,*),((*,(*,*)),(*,((*,((*,*),(*,(*,*)))),((*,*),(*,*))))));	38	84	234	1050	6	128
((*,*),((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))));	37	83	230	1059	6	128
((*,*),((*,(*,*)),(*,(((*,*),(*,*)),((*,*),((*,*),(*,*)))))));	34	82	228	1062	7	512
((*,*),((*,(*,*)),(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))));	34	82	227	1068	6	256
((*,*),((*,(*,*)),(*,(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))));	34	82	226	1086	6	128
((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	56	94	272	876	4	16
((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	53	93	270	879	5	64
((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	52	92	267	885	5	32
((*,*),((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	51	91	263	894	5	32
((*,*),((*,(*,*)),((*,*),(*,(*,(*,((*,*),((*,*),(*,*)))))))));	48	90	261	897	6	128
((*,*),((*,(*,*)),((*,*),(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	48	90	260	903	5	64
((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	50	90	258	906	5	32
((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),(*,((*,*),(*,*)))))))));	47	89	256	909	6	128
((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),((*,*),(*,(*,*)))))))));	46	88	253	915	6	64
((*,*),((*,(*,*)),((*,*),(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	46	88	251	930	5	32
((*,*),((*,(*,*)),((*,*),(*,(*,((*,(*,*)),((*,*),(*,*))))))));	43	87	249	933	6	128
