newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	57	87	264	249	3	8
(*,((*,*),(*,((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))));	54	86	262	252	4	32
(*,((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))));	53	85	259	258	4	16
(*,((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))));	52	84	255	267	4	16
(*,((*,*),(*,((*,*),(*,(*,((*,*),((*,*),(*,*)))))))));	49	83	253	270	5	64
(*,((*,*),(*,((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))));	49	83	252	276	4	32
(*,((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))));	51	83	250	279	4	16
(*,((*,*),(*,((*,*),(*,((*,*),(*,((*,*),(*,*)))))))));	48	82	248	282	5	64
(*,((*,*),(*,((*,*),(*,((*,*),((*,*),(*,(*,*)))))))));	47	81	245	288	5	32
(*,((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))));	47	81	243	303	4	16
(*,((*,*),(*,((*,*),(*,((*,(*,*)),((*,*),(*,*))))))));	44	80	241	306	5	64
(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))));	50	82	244	294	4	16
(*,((*,*),(*,((*,*),((*,*),(*,(*,((*,*),(*,*)))))))));	47	81	242	297	5	64
(*,((*,*),(*,((*,*),((*,*),(*,((*,*),(*,(*,*)))))))));	46	80	239	303	5	32
(*,((*,*),(*,((*,*),((*,*),((*,*),(*,(*,(*,*)))))))));	45	79	235	312	5	32
(*,((*,*),(*,((*,*),((*,*),((*,*),((*,*),(*,*))))))));	42	78	233	315	6	128
(*,((*,*),(*,((*,*),((*,*),((*,(*,*)),(*,(*,*))))))));	42	78	232	321	5	64
(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))));	45	79	232	339	4	16
(*,((*,*),(*,((*,*),((*,(*,*)),(*,((*,*),(*,*))))))));	42	78	230	342	5	64
(*,((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,(*,*))))))));	41	77	227	348	5	32
(*,((*,*),(*,((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))));	42	78	228	357	4	32
(*,((*,*),(*,((*,*),((*,(*,(*,*))),((*,*),(*,*)))))));	39	77	226	360	5	64
(*,((*,*),(*,((*,*),(((*,*),(*,*)),((*,*),(*,*)))))));	36	76	224	363	6	512
(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))));	50	82	239	354	3	8
(*,((*,*),(*,((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))));	47	81	237	357	4	32
(*,((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))));	46	80	234	363	4	16
(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))));	45	79	230	372	4	16
(*,((*,*),(*,((*,(*,*)),(*,((*,*),((*,*),(*,*))))))));	42	78	228	375	5	64
(*,((*,*),(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))));	42	78	227	381	4	32
(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	44	78	225	384	4	16
(*,((*,*),(*,((*,(*,*)),((*,*),(*,((*,*),(*,*))))))));	41	77	223	387	5	64
(*,((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,(*,*))))))));	40	76	220	393	5	32
(*,((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	40	76	218	408	4	16
(*,((*,*),(*,((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))));	37	75	216	411	5	64
(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))));	45	79	224	435	3	8
(*,((*,*),(*,((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))));	42	78	222	438	4	32
(*,((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))));	41	77	219	444	4	16
(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))));	40	76	215	453	4	16
(*,((*,*),(*,((*,(*,(*,*))),((*,*),((*,*),(*,*)))))));	37	75	213	456	5	64
(*,((*,*),(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	37	75	212	462	4	32
(*,((*,*),(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))));	42	78	219	465	3	16
(*,((*,*),(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))));	39	77	217	468	4	32
(*,((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))));	38	76	214	474	4	16
(*,((*,*),(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))));	42	78	222	438	4	32
(*,((*,*),(*,((*,(*,((*,*),(*,*)))),((*,*),(*,*))))));	39	77	220	441	5	128
(*,((*,*),(*,((*,((*,*),(*,*))),(*,((*,*),(*,*)))))));	36	76	215	471	5	256
(*,((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,(*,*)))))));	35	75	212	477	5	64
(*,((*,*),(*,((*,((*,*),(*,(*,*)))),((*,*),(*,*))))));	38	76	217	447	5	64
(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))));	37	75	213	456	5	64
(*,((*,*),(*,(((*,*),(*,*)),((*,*),((*,*),(*,*)))))));	34	74	211	459	6	256
(*,((*,*),(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))));	34	74	210	465	5	128
(*,((*,*),(*,(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))));	34	74	209	483	5	64
(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	56	86	255	273	3	8
(*,((*,*),((*,*),(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	53	85	253	276	4	32
(*,((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	52	84	250	282	4	16
(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	51	83	246	291	4	16
(*,((*,*),((*,*),(*,(*,(*,((*,*),((*,*),(*,*)))))))));	48	82	244	294	5	64
(*,((*,*),((*,*),(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	48	82	243	300	4	32
(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	50	82	241	303	4	16
(*,((*,*),((*,*),(*,(*,((*,*),(*,((*,*),(*,*)))))))));	47	81	239	306	5	64
(*,((*,*),((*,*),(*,(*,((*,*),((*,*),(*,(*,*)))))))));	46	80	236	312	5	32
(*,((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	46	80	234	327	4	16
(*,((*,*),((*,*),(*,(*,((*,(*,*)),((*,*),(*,*))))))));	43	79	232	330	5	64
(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	49	81	235	318	4	16
(*,((*,*),((*,*),(*,((*,*),(*,(*,((*,*),(*,*)))))))));	46	80	233	321	5	64
(*,((*,*),((*,*),(*,((*,*),(*,((*,*),(*,(*,*)))))))));	45	79	230	327	5	32
(*,((*,*),((*,*),(*,((*,*),((*,*),(*,(*,(*,*)))))))));	44	78	226	336	5	32
(*,((*,*),((*,*),(*,((*,*),((*,*),((*,*),(*,*))))))));	41	77	224	339	6	128
(*,((*,*),((*,*),(*,((*,*),((*,(*,*)),(*,(*,*))))))));	41	77	223	345	5	64
(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	44	78	223	363	4	16
(*,((*,*),((*,*),(*,((*,(*,*)),(*,((*,*),(*,*))))))));	41	77	221	366	5	64
(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,(*,*))))))));	40	76	218	372	5	32
(*,((*,*),((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	41	77	219	381	4	32
(*,((*,*),((*,*),(*,((*,(*,(*,*))),((*,*),(*,*)))))));	38	76	217	384	5	64
(*,((*,*),((*,*),(*,(((*,*),(*,*)),((*,*),(*,*)))))));	35	75	215	387	6	512
(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	48	80	228	336	4	16
(*,((*,*),((*,*),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	45	79	226	339	5	64
(*,((*,*),((*,*),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	44	78	223	345	5	32
(*,((*,*),((*,*),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	43	77	219	354	5	32
(*,((*,*),((*,*),((*,*),(*,((*,*),((*,*),(*,*))))))));	40	76	217	357	6	128
(*,((*,*),((*,*),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	40	76	216	363	5	64
(*,((*,*),((*,*),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	42	76	214	366	5	32
(*,((*,*),((*,*),((*,*),((*,*),(*,((*,*),(*,*))))))));	39	75	212	369	6	128
(*,((*,*),((*,*),((*,*),((*,*),((*,*),(*,(*,*))))))));	38	74	209	375	6	64
(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	38	74	207	390	5	32
(*,((*,*),((*,*),((*,*),((*,(*,*)),((*,*),(*,*)))))));	35	73	205	393	6	128
(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	42	76	210	408	4	16
(*,((*,*),((*,*),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	39	75	208	411	5	64
(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	38	74	205	417	5	32
(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	37	73	201	426	5	32
(*,((*,*),((*,*),((*,(*,*)),((*,*),((*,*),(*,*)))))));	34	72	199	429	6	128
(*,((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	34	72	198	435	5	64
(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	38	74	201	453	4	16
(*,((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	35	73	199	456	5	64
(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	34	72	196	462	5	32
(*,((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	35	73	199	456	5	64
(*,((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,*))))));	32	72	197	459	6	256
(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	31	71	194	465	6	128
(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*))))))))));	48	80	222	417	3	8
(*,((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*)))))))));	45	79	220	420	4	32
(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*)))))))));	44	78	217	426	4	16
(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*)))))))));	43	77	213	435	4	16
(*,((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),(*,*))))))));	40	76	211	438	5	64
(*,((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*))))))));	40	76	210	444	4	32
(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*)))))))));	42	76	208	447	4	16
(*,((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),(*,*))))))));	39	75	206	450	5	64
(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,(*,*))))))));	38	74	203	456	5	32
(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*))))))));	38	74	201	471	4	16
(*,((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*)))))));	35	73	199	474	5	64
(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*)))))))));	41	75	202	462	4	16
(*,((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),(*,*))))))));	38	74	200	465	5	64
(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,(*,*))))))));	37	73	197	471	5	32
(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,(*,*))))))));	36	72	193	480	5	32
(*,((*,*),((*,(*,*)),((*,*),((*,*),((*,*),(*,*)))))));	33	71	191	483	6	128
(*,((*,*),((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*)))))));	33	71	190	489	5	64
(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*))))))));	36	72	190	507	4	16
(*,((*,*),((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*)))))));	33	71	188	510	5	64
(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*)))))));	32	70	185	516	5	32
(*,((*,*),((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*)))))));	33	71	186	525	4	32
(*,((*,*),((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*))))));	30	70	184	528	5	64
(*,((*,*),((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*))))));	27	69	182	531	6	512
(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*)))))))));	42	76	200	543	3	8
(*,((*,*),((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*))))))));	39	75	198	546	4	32
(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*))))))));	38	74	195	552	4	16
(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*))))))));	37	73	191	561	4	16
(*,((*,*),((*,(*,(*,*))),(*,((*,*),((*,*),(*,*)))))));	34	72	189	564	5	64
(*,((*,*),((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*)))))));	34	72	188	570	4	32
(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*))))))));	36	72	186	573	4	16
(*,((*,*),((*,(*,(*,*))),((*,*),(*,((*,*),(*,*)))))));	33	71	184	576	5	64
(*,((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,(*,*)))))));	32	70	181	582	5	32
(*,((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))))));	32	70	179	597	4	16
(*,((*,*),((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*))))));	29	69	177	600	5	64
(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*))))))));	38	74	189	615	3	8
(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*)))))));	35	73	187	618	4	32
(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*)))))));	34	72	184	624	4	16
(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*)))))));	33	71	180	633	4	16
(*,((*,*),((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*))))));	30	70	178	636	5	64
(*,((*,*),((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*))))));	30	70	177	642	4	32
(*,((*,*),((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*))))));	35	73	187	618	4	32
(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*))))));	34	72	184	624	4	16
(*,((*,*),((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*)))));	39	75	198	546	4	32
(*,((*,*),((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*)))));	36	74	196	549	5	128
(*,((*,*),((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*))))));	32	72	185	621	5	128
(*,((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*))))));	31	71	182	627	5	64
(*,((*,*),((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*)))));	35	73	193	555	5	64
(*,((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,(*,*)))))));	31	71	182	627	5	64
(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,(*,*)))))));	30	70	178	636	5	64
(*,((*,*),((*,((*,*),(*,*))),((*,*),((*,*),(*,*))))));	27	69	176	639	6	256
(*,((*,*),((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*))))));	27	69	175	645	5	128
(*,((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*))))));	30	70	179	633	5	32
(*,((*,*),((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*)))));	34	72	189	564	5	64
(*,((*,*),((*,((*,*),((*,*),(*,*)))),((*,*),(*,*)))));	31	71	187	567	6	256
(*,((*,*),((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*)))));	31	71	186	573	5	128
(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*))))))));	33	71	184	576	5	64
(*,((*,*),(((*,*),(*,*)),((*,*),(*,((*,*),(*,*)))))));	30	70	182	579	6	256
(*,((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,(*,*)))))));	29	69	179	585	6	128
(*,((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*)))))));	29	69	177	600	5	64
(*,((*,*),(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*))))));	26	68	175	603	6	256
(*,((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*)))))));	29	69	175	642	5	32
(*,((*,*),(((*,*),(*,(*,*))),((*,*),((*,*),(*,*))))));	26	68	173	645	6	128
(*,((*,*),(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*))))));	26	68	172	651	5	64
(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	56	86	247	405	2	4
(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	53	85	245	408	3	16
(*,((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	52	84	242	414	3	8
(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	51	83	238	423	3	8
(*,((*,(*,*)),(*,(*,(*,(*,((*,*),((*,*),(*,*)))))))));	48	82	236	426	4	32
(*,((*,(*,*)),(*,(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	48	82	235	432	3	16
(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	50	82	233	435	3	8
(*,((*,(*,*)),(*,(*,(*,((*,*),(*,((*,*),(*,*)))))))));	47	81	231	438	4	32
(*,((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,(*,*)))))))));	46	80	228	444	4	16
(*,((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	46	80	226	459	3	8
(*,((*,(*,*)),(*,(*,(*,((*,(*,*)),((*,*),(*,*))))))));	43	79	224	462	4	32
(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	49	81	227	450	3	8
(*,((*,(*,*)),(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))));	46	80	225	453	4	32
(*,((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))));	45	79	222	459	4	16
(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))));	44	78	218	468	4	16
(*,((*,(*,*)),(*,(*,((*,*),((*,*),((*,*),(*,*))))))));	41	77	216	471	5	64
(*,((*,(*,*)),(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))));	41	77	215	477	4	32
(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	44	78	215	495	3	8
(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))));	41	77	213	498	4	32
(*,((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))));	40	76	210	504	4	16
(*,((*,(*,*)),(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	41	77	211	513	3	16
(*,((*,(*,*)),(*,(*,((*,(*,(*,*))),((*,*),(*,*)))))));	38	76	209	516	4	32
(*,((*,(*,*)),(*,(*,(((*,*),(*,*)),((*,*),(*,*)))))));	35	75	207	519	5	256
(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	48	80	220	468	3	8
(*,((*,(*,*)),(*,((*,*),(*,(*,(*,((*,*),(*,*)))))))));	45	79	218	471	4	32
(*,((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,(*,*)))))))));	44	78	215	477	4	16
(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,(*,*)))))))));	43	77	211	486	4	16
(*,((*,(*,*)),(*,((*,*),(*,((*,*),((*,*),(*,*))))))));	40	76	209	489	5	64
(*,((*,(*,*)),(*,((*,*),(*,((*,(*,*)),(*,(*,*))))))));	40	76	208	495	4	32
(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,(*,*)))))))));	42	76	206	498	4	16
(*,((*,(*,*)),(*,((*,*),((*,*),(*,((*,*),(*,*))))))));	39	75	204	501	5	64
(*,((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,(*,*))))))));	38	74	201	507	5	32
(*,((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,(*,*))))))));	38	74	199	522	4	16
(*,((*,(*,*)),(*,((*,*),((*,(*,*)),((*,*),(*,*)))))));	35	73	197	525	5	64
(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	42	76	202	540	3	8
(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,((*,*),(*,*))))))));	39	75	200	543	4	32
(*,((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,(*,*))))))));	38	74	197	549	4	16
(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,(*,*))))))));	37	73	193	558	4	16
(*,((*,(*,*)),(*,((*,(*,*)),((*,*),((*,*),(*,*)))))));	34	72	191	561	5	64
(*,((*,(*,*)),(*,((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	34	72	190	567	4	32
(*,((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	38	74	193	585	3	8
(*,((*,(*,*)),(*,((*,(*,(*,*))),(*,((*,*),(*,*)))))));	35	73	191	588	4	32
(*,((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,(*,*)))))));	34	72	188	594	4	16
(*,((*,(*,*)),(*,((*,(*,(*,(*,*)))),((*,*),(*,*))))));	35	73	191	588	4	32
(*,((*,(*,*)),(*,((*,((*,*),(*,*))),((*,*),(*,*))))));	32	72	189	591	5	128
(*,((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,(*,*)))))));	31	71	186	597	5	64
(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,(*,*))))))))));	47	79	212	489	3	8
(*,((*,(*,*)),((*,*),(*,(*,(*,(*,((*,*),(*,*)))))))));	44	78	210	492	4	32
(*,((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,(*,*)))))))));	43	77	207	498	4	16
(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,(*,*)))))))));	42	76	203	507	4	16
(*,((*,(*,*)),((*,*),(*,(*,((*,*),((*,*),(*,*))))))));	39	75	201	510	5	64
(*,((*,(*,*)),((*,*),(*,(*,((*,(*,*)),(*,(*,*))))))));	39	75	200	516	4	32
(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,(*,*)))))))));	41	75	198	519	4	16
(*,((*,(*,*)),((*,*),(*,((*,*),(*,((*,*),(*,*))))))));	38	74	196	522	5	64
(*,((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,(*,*))))))));	37	73	193	528	5	32
(*,((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,(*,*))))))));	37	73	191	543	4	16
(*,((*,(*,*)),((*,*),(*,((*,(*,*)),((*,*),(*,*)))))));	34	72	189	546	5	64
(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,(*,*)))))))));	40	74	192	534	4	16
(*,((*,(*,*)),((*,*),((*,*),(*,(*,((*,*),(*,*))))))));	37	73	190	537	5	64
(*,((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,(*,*))))))));	36	72	187	543	5	32
(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,(*,*))))))));	35	71	183	552	5	32
(*,((*,(*,*)),((*,*),((*,*),((*,*),((*,*),(*,*)))))));	32	70	181	555	6	128
(*,((*,(*,*)),((*,*),((*,*),((*,(*,*)),(*,(*,*)))))));	32	70	180	561	5	64
(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,(*,*))))))));	35	71	180	579	4	16
(*,((*,(*,*)),((*,*),((*,(*,*)),(*,((*,*),(*,*)))))));	32	70	178	582	5	64
(*,((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,(*,*)))))));	31	69	175	588	5	32
(*,((*,(*,*)),((*,*),((*,(*,(*,*))),(*,(*,(*,*)))))));	32	70	176	597	4	32
(*,((*,(*,*)),((*,*),((*,(*,(*,*))),((*,*),(*,*))))));	29	69	174	600	5	64
(*,((*,(*,*)),((*,*),(((*,*),(*,*)),((*,*),(*,*))))));	26	68	172	603	6	512
(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,(*,*)))))))));	40	74	187	594	3	8
(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,((*,*),(*,*))))))));	37	73	185	597	4	32
(*,((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,(*,*))))))));	36	72	182	603	4	16
(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,(*,*))))))));	35	71	178	612	4	16
(*,((*,(*,*)),((*,(*,*)),(*,((*,*),((*,*),(*,*)))))));	32	70	176	615	5	64
(*,((*,(*,*)),((*,(*,*)),(*,((*,(*,*)),(*,(*,*)))))));	32	70	175	621	4	32
(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,(*,*))))))));	34	70	173	624	4	16
(*,((*,(*,*)),((*,(*,*)),((*,*),(*,((*,*),(*,*)))))));	31	69	171	627	5	64
(*,((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,(*,*)))))));	30	68	168	633	5	32
(*,((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,(*,*)))))));	30	68	166	648	4	16
(*,((*,(*,*)),((*,(*,*)),((*,(*,*)),((*,*),(*,*))))));	27	67	164	651	5	64
(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,(*,*))))))));	35	71	172	675	3	8
(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,((*,*),(*,*)))))));	32	70	170	678	4	32
(*,((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,(*,*)))))));	31	69	167	684	4	16
(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,(*,*)))))));	30	68	163	693	4	16
(*,((*,(*,*)),((*,(*,(*,*))),((*,*),((*,*),(*,*))))));	27	67	161	696	5	64
(*,((*,(*,*)),((*,(*,(*,*))),((*,(*,*)),(*,(*,*))))));	27	67	160	702	4	32
(*,((*,(*,*)),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*)))))));	32	70	167	705	3	16
(*,((*,(*,*)),((*,(*,(*,(*,*)))),(*,((*,*),(*,*))))));	29	69	165	708	4	32
(*,((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,(*,*))))));	28	68	162	714	4	16
(*,((*,(*,*)),((*,(*,(*,(*,(*,*))))),((*,*),(*,*)))));	32	70	170	678	4	32
(*,((*,(*,*)),((*,(*,((*,*),(*,*)))),((*,*),(*,*)))));	29	69	168	681	5	128
(*,((*,(*,*)),((*,((*,*),(*,*))),(*,((*,*),(*,*))))));	26	68	163	711	5	256
