newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),(*,((*,*),(*,(*,(*,*))))))));	53	103	344	1809	4	32
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),(*,((*,*),((*,*),(*,*)))))));	50	102	342	1812	5	128
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),(*,((*,(*,*)),(*,(*,*)))))));	50	102	341	1818	4	64
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,(*,(*,(*,*))))))));	52	102	339	1821	4	32
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,((*,*),(*,*)))))));	49	101	337	1824	5	128
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),((*,*),(*,(*,*)))))));	48	100	334	1830	5	64
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,(*,*)),(*,(*,(*,*)))))));	48	100	332	1845	4	32
(*,(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,(*,*)),((*,*),(*,*))))));	45	99	330	1848	5	128
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,*)))))),(*,((*,*),(*,(*,*)))))));	56	104	354	1683	4	16
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,*)))))),((*,*),(*,(*,(*,*)))))));	55	103	350	1692	4	16
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,*)))))),((*,*),((*,*),(*,*))))));	52	102	348	1695	5	64
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,*)))))),((*,(*,*)),(*,(*,*))))));	52	102	347	1701	4	32
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))),(*,((*,*),(*,*))))));	61	107	376	1443	4	32
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))),((*,*),(*,(*,*))))));	60	106	373	1449	4	16
(*,(*,((*,(*,((*,(*,*)),(*,(*,(*,(*,(*,*)))))))),((*,*),(*,*)))));	67	111	408	1128	4	32
(*,(*,((*,(*,((*,(*,*)),(*,(*,((*,*),(*,*))))))),((*,*),(*,*)))));	64	110	406	1131	5	128
(*,(*,((*,(*,((*,(*,*)),(*,((*,*),(*,*)))))),(*,((*,*),(*,*))))));	58	106	374	1446	5	128
(*,(*,((*,(*,((*,(*,*)),(*,((*,*),(*,*)))))),((*,*),(*,(*,*))))));	57	105	371	1452	5	64
(*,(*,((*,(*,((*,(*,*)),(*,((*,*),(*,(*,*))))))),((*,*),(*,*)))));	63	109	403	1137	5	64
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,*))))),(*,((*,*),(*,(*,*)))))));	53	103	352	1686	5	64
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,*))))),((*,*),(*,(*,(*,*)))))));	52	102	348	1695	5	64
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,*))))),((*,*),((*,*),(*,*))))));	49	101	346	1698	6	256
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,*))))),((*,(*,*)),(*,(*,*))))));	49	101	345	1704	5	128
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,(*,*)))))),(*,((*,*),(*,*))))));	57	105	371	1452	5	64
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,(*,*)))))),((*,*),(*,(*,*))))));	56	104	368	1458	5	32
(*,(*,((*,(*,((*,(*,*)),((*,*),(*,(*,(*,*))))))),((*,*),(*,*)))));	62	108	399	1146	5	64
(*,(*,((*,(*,((*,(*,*)),((*,*),((*,*),(*,*)))))),((*,*),(*,*)))));	59	107	397	1149	6	256
(*,(*,((*,(*,((*,(*,*)),((*,(*,*)),(*,(*,*)))))),((*,*),(*,*)))));	59	107	396	1155	5	128
(*,(*,((*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))),(*,((*,*),(*,*))))));	58	106	372	1461	4	64
(*,(*,((*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))),((*,*),(*,(*,*))))));	57	105	369	1467	4	32
(*,(*,((*,(*,((*,(*,(*,*))),(*,(*,(*,(*,*))))))),((*,*),(*,*)))));	63	109	399	1173	4	32
(*,(*,((*,(*,((*,(*,(*,*))),(*,((*,*),(*,*)))))),((*,*),(*,*)))));	60	108	397	1176	5	128
(*,(*,((*,(*,((*,(*,(*,*))),((*,*),(*,*))))),(*,((*,*),(*,*))))));	55	105	370	1464	5	128
(*,(*,((*,(*,((*,(*,(*,*))),((*,*),(*,*))))),((*,*),(*,(*,*))))));	54	104	367	1470	5	64
(*,(*,((*,(*,((*,(*,(*,*))),((*,*),(*,(*,*)))))),((*,*),(*,*)))));	59	107	394	1182	5	64
(*,(*,((*,(*,((*,(*,(*,(*,*)))),((*,*),(*,*))))),((*,*),(*,*)))));	60	108	397	1176	5	128
(*,(*,((*,(*,((*,((*,*),(*,*))),((*,*),(*,*))))),((*,*),(*,*)))));	57	107	395	1179	6	512
(*,(*,((*,(*,(((*,*),(*,*)),((*,*),(*,*))))),(*,((*,*),(*,*))))));	52	104	368	1467	6	1024
(*,(*,((*,(*,(((*,*),(*,*)),((*,*),(*,*))))),((*,*),(*,(*,*))))));	51	103	365	1473	6	512
(*,(*,((*,(*,(((*,*),(*,*)),((*,*),(*,(*,*)))))),((*,*),(*,*)))));	56	106	392	1185	6	256
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	65	109	381	1416	4	32
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))));	62	108	379	1419	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))));	61	107	376	1425	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))));	60	106	372	1434	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,((*,*),((*,*),(*,*)))))))));	57	105	370	1437	6	256
(*,(*,((*,((*,*),(*,*))),(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	57	105	369	1443	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))));	59	105	367	1446	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,((*,*),(*,*)))))))));	56	104	365	1449	6	256
(*,(*,((*,((*,*),(*,*))),(*,((*,*),((*,*),((*,*),(*,(*,*)))))))));	55	103	362	1455	6	128
(*,(*,((*,((*,*),(*,*))),(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	55	103	360	1470	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,*),((*,(*,*)),((*,*),(*,*))))))));	52	102	358	1473	6	256
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	59	105	363	1488	4	32
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	56	104	361	1491	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	55	103	358	1497	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	54	102	354	1506	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),((*,*),((*,*),(*,*))))))));	51	101	352	1509	6	256
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	51	101	351	1515	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	55	103	354	1533	4	32
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))));	52	102	352	1536	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))));	51	101	349	1542	5	64
(*,(*,((*,((*,*),(*,*))),(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	52	102	352	1536	5	128
(*,(*,((*,((*,*),(*,*))),(*,((*,((*,*),(*,*))),((*,*),(*,*)))))));	49	101	350	1539	6	512
(*,(*,((*,((*,*),(*,*))),(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))));	48	100	347	1545	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	64	108	373	1437	4	32
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))));	61	107	371	1440	5	128
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))));	60	106	368	1446	5	64
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))));	59	105	364	1455	5	64
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,((*,*),((*,*),(*,*)))))))));	56	104	362	1458	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))));	56	104	361	1464	5	128
(*,(*,((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))));	58	104	359	1467	5	64
(*,(*,((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,((*,*),(*,*)))))))));	55	103	357	1470	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),(*,((*,*),((*,*),(*,(*,*)))))))));	54	102	354	1476	6	128
(*,(*,((*,((*,*),(*,*))),((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))));	54	102	352	1491	5	64
(*,(*,((*,((*,*),(*,*))),((*,*),(*,((*,(*,*)),((*,*),(*,*))))))));	51	101	350	1494	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))));	57	103	353	1482	5	64
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,((*,*),(*,*)))))))));	54	102	351	1485	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,((*,*),(*,(*,*)))))))));	53	101	348	1491	6	128
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),((*,*),(*,(*,(*,*)))))))));	52	100	344	1500	6	128
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),((*,*),((*,*),(*,*))))))));	49	99	342	1503	7	512
(*,(*,((*,((*,*),(*,*))),((*,*),((*,*),((*,(*,*)),(*,(*,*))))))));	49	99	341	1509	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))));	52	100	341	1527	5	64
(*,(*,((*,((*,*),(*,*))),((*,*),((*,(*,*)),(*,((*,*),(*,*))))))));	49	99	339	1530	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),((*,(*,*)),((*,*),(*,(*,*))))))));	48	98	336	1536	6	128
(*,(*,((*,((*,*),(*,*))),((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))));	49	99	337	1545	5	128
(*,(*,((*,((*,*),(*,*))),((*,*),((*,(*,(*,*))),((*,*),(*,*)))))));	46	98	335	1548	6	256
(*,(*,((*,((*,*),(*,*))),((*,*),(((*,*),(*,*)),((*,*),(*,*)))))));	43	97	333	1551	7	2048
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))));	57	103	348	1542	4	32
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))));	54	102	346	1545	5	128
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))));	53	101	343	1551	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))));	52	100	339	1560	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,((*,*),((*,*),(*,*))))))));	49	99	337	1563	6	256
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))));	49	99	336	1569	5	128
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	51	99	334	1572	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,((*,*),(*,*))))))));	48	98	332	1575	6	256
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),((*,*),((*,*),(*,(*,*))))))));	47	97	329	1581	6	128
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	47	97	327	1596	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))));	44	96	325	1599	6	256
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))));	52	100	333	1623	4	32
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))));	49	99	331	1626	5	128
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))));	48	98	328	1632	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))));	47	97	324	1641	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,*))),((*,*),((*,*),(*,*)))))));	44	96	322	1644	6	256
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	44	96	321	1650	5	128
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))));	49	99	328	1653	4	64
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))));	46	98	326	1656	5	128
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))));	45	97	323	1662	5	64
(*,(*,((*,((*,*),(*,*))),((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))));	49	99	331	1626	5	128
(*,(*,((*,((*,*),(*,*))),((*,(*,((*,*),(*,*)))),((*,*),(*,*))))));	46	98	329	1629	6	512
(*,(*,((*,((*,*),(*,*))),((*,((*,*),(*,*))),(*,((*,*),(*,*)))))));	43	97	324	1659	6	1024
(*,(*,((*,((*,*),(*,*))),((*,((*,*),(*,*))),((*,*),(*,(*,*)))))));	42	96	321	1665	6	256
(*,(*,((*,((*,*),(*,*))),((*,((*,*),(*,(*,*)))),((*,*),(*,*))))));	45	97	326	1635	6	256
(*,(*,((*,((*,*),(*,*))),(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))));	44	96	322	1644	6	256
(*,(*,((*,((*,*),(*,*))),(((*,*),(*,*)),((*,*),((*,*),(*,*)))))));	41	95	320	1647	7	1024
(*,(*,((*,((*,*),(*,*))),(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))));	41	95	319	1653	6	512
(*,(*,((*,((*,*),(*,*))),(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))));	41	95	318	1671	6	256
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	59	105	355	1674	4	16
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,((*,*),(*,*)))))))));	56	104	353	1677	5	64
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),(*,((*,*),(*,(*,*)))))))));	55	103	350	1683	5	32
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),((*,*),(*,(*,(*,*)))))))));	54	102	346	1692	5	32
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),((*,*),((*,*),(*,*))))))));	51	101	344	1695	6	128
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,*),((*,(*,*)),(*,(*,*))))))));	51	101	343	1701	5	64
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	54	102	343	1719	4	16
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,(*,*)),(*,((*,*),(*,*))))))));	51	101	341	1722	5	64
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,(*,*)),((*,*),(*,(*,*))))))));	50	100	338	1728	5	32
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	51	101	339	1737	4	32
(*,(*,((*,((*,*),(*,(*,*)))),(*,((*,(*,(*,*))),((*,*),(*,*)))))));	48	100	337	1740	5	64
(*,(*,((*,((*,*),(*,(*,*)))),(*,(((*,*),(*,*)),((*,*),(*,*)))))));	45	99	335	1743	6	512
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	58	104	348	1692	4	16
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	55	103	346	1695	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	54	102	343	1701	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	53	101	339	1710	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,((*,*),((*,*),(*,*))))))));	50	100	337	1713	6	128
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	50	100	336	1719	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	52	100	334	1722	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,((*,*),(*,*))))))));	49	99	332	1725	6	128
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),((*,*),((*,*),(*,(*,*))))))));	48	98	329	1731	6	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	48	98	327	1746	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,*),((*,(*,*)),((*,*),(*,*)))))));	45	97	325	1749	6	128
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	52	100	330	1764	4	16
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	49	99	328	1767	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	48	98	325	1773	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	47	97	321	1782	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),((*,*),((*,*),(*,*)))))));	44	96	319	1785	6	128
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	44	96	318	1791	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	48	98	321	1809	4	16
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	45	97	319	1812	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	44	96	316	1818	5	32
(*,(*,((*,((*,*),(*,(*,*)))),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	45	97	319	1812	5	64
(*,(*,((*,((*,*),(*,(*,*)))),((*,((*,*),(*,*))),((*,*),(*,*))))));	42	96	317	1815	6	256
(*,(*,((*,((*,*),(*,(*,*)))),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	41	95	314	1821	6	128
(*,(*,((*,((*,*),(*,(*,(*,*))))),(*,((*,*),(*,(*,(*,(*,*)))))))));	55	103	342	1812	4	16
(*,(*,((*,((*,*),(*,(*,(*,*))))),(*,((*,*),(*,((*,*),(*,*))))))));	52	102	340	1815	5	64
(*,(*,((*,((*,*),(*,(*,(*,*))))),(*,((*,*),((*,*),(*,(*,*))))))));	51	101	337	1821	5	32
(*,(*,((*,((*,*),(*,(*,(*,*))))),(*,((*,(*,*)),(*,(*,(*,*))))))));	51	101	335	1836	4	16
(*,(*,((*,((*,*),(*,(*,(*,*))))),(*,((*,(*,*)),((*,*),(*,*)))))));	48	100	333	1839	5	64
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,(*,(*,(*,*)))))))));	54	102	336	1827	4	16
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,((*,*),(*,*))))))));	51	101	334	1830	5	64
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,((*,*),(*,(*,*))))))));	50	100	331	1836	5	32
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),((*,*),(*,(*,(*,*))))))));	49	99	327	1845	5	32
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),((*,*),((*,*),(*,*)))))));	46	98	325	1848	6	128
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,*),((*,(*,*)),(*,(*,*)))))));	46	98	324	1854	5	64
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,(*,*)),(*,(*,(*,(*,*))))))));	49	99	324	1872	4	16
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,(*,*)),(*,((*,*),(*,*)))))));	46	98	322	1875	5	64
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,(*,*)),((*,*),(*,(*,*)))))));	45	97	319	1881	5	32
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,(*,(*,*))),(*,(*,(*,*)))))));	46	98	320	1890	4	32
(*,(*,((*,((*,*),(*,(*,(*,*))))),((*,(*,(*,*))),((*,*),(*,*))))));	43	97	318	1893	5	64
(*,(*,((*,((*,*),(*,(*,(*,*))))),(((*,*),(*,*)),((*,*),(*,*))))));	40	96	316	1896	6	512
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),(*,((*,*),((*,*),(*,*)))))));	52	102	340	1815	5	64
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),(*,((*,(*,*)),(*,(*,*)))))));	52	102	339	1821	4	32
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,(*,(*,(*,*))))))));	54	102	337	1824	4	16
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,((*,*),(*,*)))))));	51	101	335	1827	5	64
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),((*,*),(*,(*,*)))))));	50	100	332	1833	5	32
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,(*,*)),(*,(*,(*,*)))))));	50	100	330	1848	4	16
(*,(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,(*,*)),((*,*),(*,*))))));	47	99	328	1851	5	64
(*,(*,((*,((*,*),(*,(*,(*,(*,(*,*))))))),((*,*),(*,(*,(*,*)))))));	58	104	351	1683	4	16
(*,(*,((*,((*,*),(*,(*,(*,(*,(*,*))))))),((*,*),((*,*),(*,*))))));	55	103	349	1686	5	64
(*,(*,((*,((*,*),(*,(*,(*,(*,(*,*))))))),((*,(*,*)),(*,(*,*))))));	55	103	348	1692	4	32
(*,(*,((*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))),((*,*),(*,(*,*))))));	64	108	378	1422	4	16
(*,(*,((*,((*,*),(*,(*,(*,(*,(*,(*,(*,*))))))))),((*,*),(*,*)))));	72	114	418	1077	4	32
(*,(*,((*,((*,*),(*,(*,(*,(*,((*,*),(*,*)))))))),((*,*),(*,*)))));	69	113	416	1080	5	128
(*,(*,((*,((*,*),(*,(*,(*,((*,*),(*,*))))))),((*,*),(*,(*,*))))));	61	107	376	1425	5	64
(*,(*,((*,((*,*),(*,(*,(*,((*,*),(*,(*,*)))))))),((*,*),(*,*)))));	68	112	413	1086	5	64
(*,(*,((*,((*,*),(*,(*,((*,*),(*,*)))))),((*,*),(*,(*,(*,*)))))));	55	103	349	1686	5	64
(*,(*,((*,((*,*),(*,(*,((*,*),(*,*)))))),((*,*),((*,*),(*,*))))));	52	102	347	1689	6	256
(*,(*,((*,((*,*),(*,(*,((*,*),(*,*)))))),((*,(*,*)),(*,(*,*))))));	52	102	346	1695	5	128
(*,(*,((*,((*,*),(*,(*,((*,*),(*,(*,*))))))),((*,*),(*,(*,*))))));	60	106	373	1431	5	32
(*,(*,((*,((*,*),(*,(*,((*,*),(*,(*,(*,*)))))))),((*,*),(*,*)))));	67	111	409	1095	5	64
(*,(*,((*,((*,*),(*,(*,((*,*),((*,*),(*,*))))))),((*,*),(*,*)))));	64	110	407	1098	6	256
(*,(*,((*,((*,*),(*,(*,((*,(*,*)),(*,(*,*))))))),((*,*),(*,*)))));	64	110	406	1104	5	128
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),(*,((*,*),((*,*),(*,*)))))));	49	101	338	1818	6	256
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),(*,((*,(*,*)),(*,(*,*)))))));	49	101	337	1824	5	128
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,(*,(*,(*,*))))))));	51	101	335	1827	5	64
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,((*,*),(*,*)))))));	48	100	333	1830	6	256
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),((*,*),((*,*),(*,(*,*)))))));	47	99	330	1836	6	128
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),((*,(*,*)),(*,(*,(*,*)))))));	47	99	328	1851	5	64
(*,(*,((*,((*,*),(*,((*,*),(*,*))))),((*,(*,*)),((*,*),(*,*))))));	44	98	326	1854	6	256
(*,(*,((*,((*,*),(*,((*,*),(*,(*,*)))))),((*,*),(*,(*,(*,*)))))));	54	102	346	1692	5	32
(*,(*,((*,((*,*),(*,((*,*),(*,(*,*)))))),((*,*),((*,*),(*,*))))));	51	101	344	1695	6	128
(*,(*,((*,((*,*),(*,((*,*),(*,(*,*)))))),((*,(*,*)),(*,(*,*))))));	51	101	343	1701	5	64
(*,(*,((*,((*,*),(*,((*,*),(*,(*,(*,*))))))),((*,*),(*,(*,*))))));	59	105	369	1440	5	32
(*,(*,((*,((*,*),(*,((*,*),(*,(*,(*,(*,*)))))))),((*,*),(*,*)))));	66	110	404	1107	5	64
(*,(*,((*,((*,*),(*,((*,*),(*,((*,*),(*,*))))))),((*,*),(*,*)))));	63	109	402	1110	6	256
(*,(*,((*,((*,*),(*,((*,*),((*,*),(*,*)))))),((*,*),(*,(*,*))))));	56	104	367	1443	6	128
(*,(*,((*,((*,*),(*,((*,*),((*,*),(*,(*,*))))))),((*,*),(*,*)))));	62	108	399	1116	6	128
(*,(*,((*,((*,*),(*,((*,(*,*)),(*,(*,*)))))),((*,*),(*,(*,*))))));	56	104	366	1449	5	64
(*,(*,((*,((*,*),(*,((*,(*,*)),(*,(*,(*,*))))))),((*,*),(*,*)))));	62	108	397	1131	5	64
(*,(*,((*,((*,*),(*,((*,(*,*)),((*,*),(*,*)))))),((*,*),(*,*)))));	59	107	395	1134	6	256
(*,(*,((*,((*,*),((*,*),(*,*)))),(*,((*,*),((*,*),(*,(*,*))))))));	48	100	335	1824	6	128
(*,(*,((*,((*,*),((*,*),(*,*)))),(*,((*,(*,*)),(*,(*,(*,*))))))));	48	100	333	1839	5	64
(*,(*,((*,((*,*),((*,*),(*,*)))),(*,((*,(*,*)),((*,*),(*,*)))))));	45	99	331	1842	6	256
(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,(*,(*,(*,*)))))))));	51	101	334	1830	5	64
(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,((*,*),(*,*))))))));	48	100	332	1833	6	256
(*,(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,((*,*),(*,(*,*))))))));	47	99	329	1839	6	128
