newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,*)))))))));	39	69	177	264	4	16
(*,((*,*),((*,*),((*,*),(*,(*,((*,*),(*,*))))))));	36	68	175	267	5	64
(*,((*,*),((*,*),((*,*),(*,((*,*),(*,(*,*))))))));	35	67	172	273	5	32
(*,((*,*),((*,*),((*,*),((*,*),(*,(*,(*,*))))))));	34	66	168	282	5	32
(*,((*,*),((*,*),((*,*),((*,*),((*,*),(*,*)))))));	31	65	166	285	6	128
(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,*)))))));	31	65	165	291	5	64
(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,*))))))));	34	66	165	309	4	16
(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,*)))))));	31	65	163	312	5	64
(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,*)))))));	30	64	160	318	5	32
(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,*)))))));	31	65	161	327	4	32
(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,*))))));	28	64	159	330	5	64
(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,*))))));	25	63	157	333	6	512
(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,*)))))))));	39	69	172	324	3	8
(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,*))))))));	36	68	170	327	4	32
(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,*))))))));	35	67	167	333	4	16
(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,*))))))));	34	66	163	342	4	16
(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,*)))))));	31	65	161	345	5	64
(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,*)))))));	31	65	160	351	4	32
(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,*))))))));	33	65	158	354	4	16
(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,*)))))));	30	64	156	357	5	64
(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,*)))))));	29	63	153	363	5	32
(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,*)))))));	29	63	151	378	4	16
(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,*))))));	26	62	149	381	5	64
(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,*))))))));	34	66	157	405	3	8
(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,*)))))));	31	65	155	408	4	32
(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,*)))))));	30	64	152	414	4	16
(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,*)))))));	29	63	148	423	4	16
(*,((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,*))))));	26	62	146	426	5	64
(*,((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,*))))));	26	62	145	432	4	32
(*,((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*)))))));	31	65	152	435	3	16
(*,((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,*))))));	28	64	150	438	4	32
(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,*))))));	27	63	147	444	4	16
(*,((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,*)))));	31	65	155	408	4	32
(*,((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,*)))));	28	64	153	411	5	128
(*,((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,*))))));	25	63	148	441	5	256
(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,*))))));	24	62	145	447	5	64
(*,((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,*)))));	27	63	150	417	5	64
(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,*)))))));	26	62	146	426	5	64
(*,((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,*))))));	23	61	144	429	6	256
(*,((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,*))))));	23	61	143	435	5	128
(*,((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,*))))));	23	61	142	453	5	64
(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,*))))))))));	46	74	190	324	2	4
(*,((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,*)))))))));	43	73	188	327	3	16
(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,*)))))))));	42	72	185	333	3	8
(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,*)))))))));	41	71	181	342	3	8
(*,((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,*))))))));	38	70	179	345	4	32
(*,((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,*))))))));	38	70	178	351	3	16
(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,*)))))))));	40	70	176	354	3	8
(*,((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,*))))))));	37	69	174	357	4	32
(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,*))))))));	36	68	171	363	4	16
(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,*))))))));	36	68	169	378	3	8
(*,((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,*)))))));	33	67	167	381	4	32
(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,*)))))))));	39	69	170	369	3	8
(*,((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,*))))))));	36	68	168	372	4	32
(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,*))))))));	35	67	165	378	4	16
(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,*))))))));	34	66	161	387	4	16
(*,((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,*)))))));	31	65	159	390	5	64
(*,((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,*)))))));	31	65	158	396	4	32
(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,*))))))));	34	66	158	414	3	8
(*,((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,*)))))));	31	65	156	417	4	32
(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,*)))))));	30	64	153	423	4	16
(*,((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,*)))))));	31	65	154	432	3	16
(*,((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,*))))));	28	64	152	435	4	32
(*,((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,*))))));	25	63	150	438	5	256
(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*)))))))));	38	68	163	387	3	8
(*,((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,*))))))));	35	67	161	390	4	32
(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,*))))))));	34	66	158	396	4	16
(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*))))))));	33	65	154	405	4	16
(*,((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*)))))));	30	64	152	408	5	64
(*,((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*)))))));	30	64	151	414	4	32
(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*))))))));	32	64	149	417	4	16
(*,((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*)))))));	29	63	147	420	5	64
(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*)))))));	28	62	144	426	5	32
(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*)))))));	28	62	142	441	4	16
(*,((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*))))));	25	61	140	444	5	64
(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*))))))));	32	64	145	459	3	8
(*,((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*)))))));	29	63	143	462	4	32
(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*)))))));	28	62	140	468	4	16
(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*)))))));	27	61	136	477	4	16
(*,((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*))))));	24	60	134	480	5	64
(*,((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*))))));	24	60	133	486	4	32
(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*)))))));	28	62	136	504	3	8
(*,((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*))))));	25	61	134	507	4	32
(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*))))));	24	60	131	513	4	16
(*,((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*)))));	25	61	134	507	4	32
(*,((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*)))));	22	60	132	510	5	128
(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*))))));	21	59	129	516	5	64
(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*)))))))));	39	69	160	504	2	4
(*,((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*))))))));	36	68	158	507	3	16
(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*))))))));	35	67	155	513	3	8
(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*))))))));	34	66	151	522	3	8
(*,((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*)))))));	31	65	149	525	4	32
(*,((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*)))))));	31	65	148	531	3	16
(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*))))))));	33	65	146	534	3	8
(*,((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,*)))))));	30	64	144	537	4	32
(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,(*,*)))))));	29	63	141	543	4	16
(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,(*,*)))))));	29	63	139	558	3	8
(*,((*,(*,(*,*))),(*,((*,(*,*)),((*,*),(*,*))))));	26	62	137	561	4	32
(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*))))))));	32	64	140	549	3	8
(*,((*,(*,(*,*))),((*,*),(*,(*,((*,*),(*,*)))))));	29	63	138	552	4	32
(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,(*,*)))))));	28	62	135	558	4	16
(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,(*,*)))))));	27	61	131	567	4	16
(*,((*,(*,(*,*))),((*,*),((*,*),((*,*),(*,*))))));	24	60	129	570	5	64
(*,((*,(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*))))));	24	60	128	576	4	32
(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*)))))));	27	61	128	594	3	8
(*,((*,(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*))))));	24	60	126	597	4	32
(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*))))));	23	59	123	603	4	16
(*,((*,(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*))))));	24	60	124	612	3	16
(*,((*,(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*)))));	21	59	122	615	4	32
(*,((*,(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*)))));	18	58	120	618	5	256
(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,*))))))));	34	66	142	630	2	4
(*,((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,*)))))));	31	65	140	633	3	16
(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,*)))))));	30	64	137	639	3	8
(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,*)))))));	29	63	133	648	3	8
(*,((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,*))))));	26	62	131	651	4	32
(*,((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,*))))));	26	62	130	657	3	16
(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*)))))));	28	62	128	660	3	8
(*,((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*))))));	25	61	126	663	4	32
(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*))))));	24	60	123	669	4	16
(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*))))));	24	60	121	684	3	8
(*,((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*)))));	21	59	119	687	4	32
(*,((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,*)))))));	31	65	136	675	2	8
(*,((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,*))))));	28	64	134	678	3	16
(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,*))))));	27	63	131	684	3	8
(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,*))))));	26	62	127	693	3	8
(*,((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*)))));	23	61	125	696	4	32
(*,((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*)))));	23	61	124	702	3	16
(*,((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,*)))));	31	65	140	633	3	16
(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,*)))));	30	64	137	639	3	8
(*,((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,*))));	36	68	158	507	3	16
(*,((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,*))));	33	67	156	510	4	64
(*,((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,*)))));	28	64	138	636	4	64
(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,*)))));	27	63	135	642	4	32
(*,((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,*))));	32	66	153	516	4	32
(*,((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,*))))));	25	63	132	681	4	128
(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,*))))));	24	62	129	687	4	32
(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,*))))));	23	61	125	696	4	32
(*,((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,*)))));	20	60	123	699	5	128
(*,((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*)))));	20	60	122	705	4	64
(*,((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,*)))));	27	63	135	642	4	32
(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,*)))));	26	62	132	648	4	16
(*,((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,*))));	31	65	149	525	4	32
(*,((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,*))));	28	64	147	528	5	128
(*,((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,*))));	28	64	146	534	4	64
(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,*)))))));	26	62	131	651	4	32
(*,((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,*))))));	23	61	129	654	5	128
(*,((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,*))))));	23	61	128	660	4	64
(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,*)))))));	25	61	126	663	4	32
(*,((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,*))))));	22	60	124	666	5	128
(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,*))))));	21	59	121	672	5	64
(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*))))));	21	59	119	687	4	32
(*,((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,*)))));	18	58	117	690	5	128
(*,((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,*))))));	23	61	126	693	4	32
(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,*))))));	22	60	122	702	4	16
(*,((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,*)))));	19	59	120	705	5	64
(*,((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*)))));	19	59	119	711	4	32
(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,*)))));	25	61	128	657	4	16
(*,((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,*))));	30	64	144	537	4	32
(*,((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,*))));	27	63	142	540	5	128
(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,*)))));	22	60	126	660	5	64
(*,((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,*))));	26	62	139	546	5	64
(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,*)))));	22	60	125	666	4	32
(*,((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,*))));	26	62	137	561	4	32
(*,((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,*))));	23	61	135	564	5	128
(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))));	29	63	138	552	4	32
(*,(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,*)))))));	26	62	136	555	5	128
(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,*)))))));	25	61	133	561	5	64
(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,*)))))));	24	60	129	570	5	64
(*,(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,*))))));	21	59	127	573	6	256
(*,(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,*))))));	21	59	126	579	5	128
(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))));	24	60	126	597	4	32
(*,(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,*))))));	21	59	124	600	5	128
(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,*))))));	20	58	121	606	5	64
(*,(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))));	21	59	122	615	4	64
(*,(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,*)))));	18	58	120	618	5	128
(*,(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,*)))));	15	57	118	621	6	1024
(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))));	24	60	123	669	4	16
(*,(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,*))))));	21	59	121	672	5	64
(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,*))))));	20	58	118	678	5	32
(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))));	20	58	116	693	4	16
(*,(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,*)))));	17	57	114	696	5	64
(*,(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))));	21	59	118	711	4	32
(*,(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,*)))));	18	58	116	714	5	64
(*,(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))));	18	58	115	720	4	32
(*,(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,*)))));	15	57	114	717	6	512
(*,(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,*)))));	15	57	113	723	5	128
(*,(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,*)))));	15	57	112	729	4	128
((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	54	80	221	165	2	4
((*,*),(*,(*,(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	51	79	219	168	3	16
((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	50	78	216	174	3	8
((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	49	77	212	183	3	8
((*,*),(*,(*,(*,(*,(*,((*,*),((*,*),(*,*)))))))));	46	76	210	186	4	32
((*,*),(*,(*,(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	46	76	209	192	3	16
((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	48	76	207	195	3	8
((*,*),(*,(*,(*,(*,((*,*),(*,((*,*),(*,*)))))))));	45	75	205	198	4	32
((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,(*,*)))))))));	44	74	202	204	4	16
((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	44	74	200	219	3	8
((*,*),(*,(*,(*,(*,((*,(*,*)),((*,*),(*,*))))))));	41	73	198	222	4	32
((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	47	75	201	210	3	8
((*,*),(*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))));	44	74	199	213	4	32
((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))));	43	73	196	219	4	16
((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))));	42	72	192	228	4	16
((*,*),(*,(*,(*,((*,*),((*,*),((*,*),(*,*))))))));	39	71	190	231	5	64
((*,*),(*,(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))));	39	71	189	237	4	32
((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	42	72	189	255	3	8
((*,*),(*,(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))));	39	71	187	258	4	32
((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))));	38	70	184	264	4	16
((*,*),(*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	39	71	185	273	3	16
((*,*),(*,(*,(*,((*,(*,(*,*))),((*,*),(*,*)))))));	36	70	183	276	4	32
((*,*),(*,(*,(*,(((*,*),(*,*)),((*,*),(*,*)))))));	33	69	181	279	5	256
((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	46	74	194	228	3	8
((*,*),(*,(*,((*,*),(*,(*,(*,((*,*),(*,*)))))))));	43	73	192	231	4	32
((*,*),(*,(*,((*,*),(*,(*,((*,*),(*,(*,*)))))))));	42	72	189	237	4	16
((*,*),(*,(*,((*,*),(*,((*,*),(*,(*,(*,*)))))))));	41	71	185	246	4	16
((*,*),(*,(*,((*,*),(*,((*,*),((*,*),(*,*))))))));	38	70	183	249	5	64
((*,*),(*,(*,((*,*),(*,((*,(*,*)),(*,(*,*))))))));	38	70	182	255	4	32
((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,(*,*)))))))));	40	70	180	258	4	16
((*,*),(*,(*,((*,*),((*,*),(*,((*,*),(*,*))))))));	37	69	178	261	5	64
((*,*),(*,(*,((*,*),((*,*),((*,*),(*,(*,*))))))));	36	68	175	267	5	32
((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,(*,*))))))));	36	68	173	282	4	16
((*,*),(*,(*,((*,*),((*,(*,*)),((*,*),(*,*)))))));	33	67	171	285	5	64
((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	40	70	176	300	3	8
((*,*),(*,(*,((*,(*,*)),(*,(*,((*,*),(*,*))))))));	37	69	174	303	4	32
((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,(*,*))))))));	36	68	171	309	4	16
((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,(*,*))))))));	35	67	167	318	4	16
((*,*),(*,(*,((*,(*,*)),((*,*),((*,*),(*,*)))))));	32	66	165	321	5	64
((*,*),(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	32	66	164	327	4	32
((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	36	68	167	345	3	8
((*,*),(*,(*,((*,(*,(*,*))),(*,((*,*),(*,*)))))));	33	67	165	348	4	32
((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,(*,*)))))));	32	66	162	354	4	16
((*,*),(*,(*,((*,(*,(*,(*,*)))),((*,*),(*,*))))));	33	67	165	348	4	32
((*,*),(*,(*,((*,((*,*),(*,*))),((*,*),(*,*))))));	30	66	163	351	5	128
((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,(*,*)))))));	29	65	160	357	5	64
((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,(*,*))))))))));	45	73	186	249	3	8
((*,*),(*,((*,*),(*,(*,(*,(*,((*,*),(*,*)))))))));	42	72	184	252	4	32
((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,(*,*)))))))));	41	71	181	258	4	16
((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,(*,*)))))))));	40	70	177	267	4	16
((*,*),(*,((*,*),(*,(*,((*,*),((*,*),(*,*))))))));	37	69	175	270	5	64
((*,*),(*,((*,*),(*,(*,((*,(*,*)),(*,(*,*))))))));	37	69	174	276	4	32
((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,(*,*)))))))));	39	69	172	279	4	16
((*,*),(*,((*,*),(*,((*,*),(*,((*,*),(*,*))))))));	36	68	170	282	5	64
((*,*),(*,((*,*),(*,((*,*),((*,*),(*,(*,*))))))));	35	67	167	288	5	32
((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,(*,*))))))));	35	67	165	303	4	16
((*,*),(*,((*,*),(*,((*,(*,*)),((*,*),(*,*)))))));	32	66	163	306	5	64
((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,(*,*)))))))));	38	68	166	294	4	16
((*,*),(*,((*,*),((*,*),(*,(*,((*,*),(*,*))))))));	35	67	164	297	5	64
((*,*),(*,((*,*),((*,*),(*,((*,*),(*,(*,*))))))));	34	66	161	303	5	32
((*,*),(*,((*,*),((*,*),((*,*),(*,(*,(*,*))))))));	33	65	157	312	5	32
((*,*),(*,((*,*),((*,*),((*,*),((*,*),(*,*)))))));	30	64	155	315	6	128
((*,*),(*,((*,*),((*,*),((*,(*,*)),(*,(*,*)))))));	30	64	154	321	5	64
((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,(*,*))))))));	33	65	154	339	4	16
((*,*),(*,((*,*),((*,(*,*)),(*,((*,*),(*,*)))))));	30	64	152	342	5	64
((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,(*,*)))))));	29	63	149	348	5	32
((*,*),(*,((*,*),((*,(*,(*,*))),(*,(*,(*,*)))))));	30	64	150	357	4	32
((*,*),(*,((*,*),((*,(*,(*,*))),((*,*),(*,*))))));	27	63	148	360	5	64
((*,*),(*,((*,*),(((*,*),(*,*)),((*,*),(*,*))))));	24	62	146	363	6	512
((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,*)))))))));	38	68	161	354	3	8
((*,*),(*,((*,(*,*)),(*,(*,(*,((*,*),(*,*))))))));	35	67	159	357	4	32
((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,(*,*))))))));	34	66	156	363	4	16
((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,(*,*))))))));	33	65	152	372	4	16
((*,*),(*,((*,(*,*)),(*,((*,*),((*,*),(*,*)))))));	30	64	150	375	5	64
((*,*),(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,*)))))));	30	64	149	381	4	32
((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,(*,*))))))));	32	64	147	384	4	16
((*,*),(*,((*,(*,*)),((*,*),(*,((*,*),(*,*)))))));	29	63	145	387	5	64
((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,(*,*)))))));	28	62	142	393	5	32
((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,*)))))));	28	62	140	408	4	16
((*,*),(*,((*,(*,*)),((*,(*,*)),((*,*),(*,*))))));	25	61	138	411	5	64
((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,*))))))));	33	65	146	435	3	8
