newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,(*,(*,*))))))));	30	62	104	840	2	4
((*,(*,(*,(*,*)))),(*,(*,(*,(*,((*,*),(*,*)))))));	27	61	102	843	3	16
((*,(*,(*,(*,*)))),(*,(*,(*,((*,*),(*,(*,*)))))));	26	60	99	849	3	8
((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,(*,(*,*)))))));	25	59	95	858	3	8
((*,(*,(*,(*,*)))),(*,(*,((*,*),((*,*),(*,*))))));	22	58	93	861	4	32
((*,(*,(*,(*,*)))),(*,(*,((*,(*,*)),(*,(*,*))))));	22	58	92	867	3	16
((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,(*,(*,*)))))));	24	58	90	870	3	8
((*,(*,(*,(*,*)))),(*,((*,*),(*,((*,*),(*,*))))));	21	57	88	873	4	32
((*,(*,(*,(*,*)))),(*,((*,*),((*,*),(*,(*,*))))));	20	56	85	879	4	16
((*,(*,(*,(*,*)))),(*,((*,(*,*)),(*,(*,(*,*))))));	20	56	83	894	3	8
((*,(*,(*,(*,*)))),(*,((*,(*,*)),((*,*),(*,*)))));	17	55	81	897	4	32
((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,(*,*)))))));	23	57	84	885	3	8
((*,(*,(*,(*,*)))),((*,*),(*,(*,((*,*),(*,*))))));	20	56	82	888	4	32
((*,(*,(*,(*,*)))),((*,*),(*,((*,*),(*,(*,*))))));	19	55	79	894	4	16
((*,(*,(*,(*,*)))),((*,*),((*,*),(*,(*,(*,*))))));	18	54	75	903	4	16
((*,(*,(*,(*,*)))),((*,*),((*,*),((*,*),(*,*)))));	15	53	73	906	5	64
((*,(*,(*,(*,*)))),((*,*),((*,(*,*)),(*,(*,*)))));	15	53	72	912	4	32
((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,(*,*))))));	18	54	72	930	3	8
((*,(*,(*,(*,*)))),((*,(*,*)),(*,((*,*),(*,*)))));	15	53	70	933	4	32
((*,(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,(*,*)))));	14	52	67	939	4	16
((*,(*,(*,(*,*)))),((*,(*,(*,*))),(*,(*,(*,*)))));	15	53	68	948	3	16
((*,(*,(*,(*,*)))),((*,(*,(*,*))),((*,*),(*,*))));	12	52	66	951	4	32
((*,(*,(*,(*,*)))),(((*,*),(*,*)),((*,*),(*,*))));	9	51	64	954	5	256
((*,(*,(*,(*,(*,*))))),(*,(*,(*,(*,(*,(*,*)))))));	26	60	91	945	2	4
((*,(*,(*,(*,(*,*))))),(*,(*,(*,((*,*),(*,*))))));	23	59	89	948	3	16
((*,(*,(*,(*,(*,*))))),(*,(*,((*,*),(*,(*,*))))));	22	58	86	954	3	8
((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,(*,(*,*))))));	21	57	82	963	3	8
((*,(*,(*,(*,(*,*))))),(*,((*,*),((*,*),(*,*)))));	18	56	80	966	4	32
((*,(*,(*,(*,(*,*))))),(*,((*,(*,*)),(*,(*,*)))));	18	56	79	972	3	16
((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,(*,(*,*))))));	20	56	77	975	3	8
((*,(*,(*,(*,(*,*))))),((*,*),(*,((*,*),(*,*)))));	17	55	75	978	4	32
((*,(*,(*,(*,(*,*))))),((*,*),((*,*),(*,(*,*)))));	16	54	72	984	4	16
((*,(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,(*,*)))));	16	54	70	999	3	8
((*,(*,(*,(*,(*,*))))),((*,(*,*)),((*,*),(*,*))));	13	53	68	1002	4	32
((*,(*,(*,(*,(*,(*,*)))))),(*,(*,((*,*),(*,*)))));	23	59	89	948	3	16
((*,(*,(*,(*,(*,(*,*)))))),(*,((*,*),(*,(*,*)))));	22	58	86	954	3	8
((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,(*,(*,*)))));	21	57	82	963	3	8
((*,(*,(*,(*,(*,(*,*)))))),((*,*),((*,*),(*,*))));	18	56	80	966	4	32
((*,(*,(*,(*,(*,(*,*)))))),((*,(*,*)),(*,(*,*))));	18	56	79	972	3	16
((*,(*,(*,(*,(*,(*,(*,*))))))),(*,((*,*),(*,*))));	27	61	102	843	3	16
((*,(*,(*,(*,(*,(*,(*,*))))))),((*,*),(*,(*,*))));	26	60	99	849	3	8
((*,(*,(*,(*,(*,(*,(*,(*,*)))))))),((*,*),(*,*)));	33	65	128	651	3	16
((*,(*,(*,(*,(*,((*,*),(*,*))))))),((*,*),(*,*)));	30	64	126	654	4	64
((*,(*,(*,(*,((*,*),(*,*)))))),(*,((*,*),(*,*))));	24	60	100	846	4	64
((*,(*,(*,(*,((*,*),(*,*)))))),((*,*),(*,(*,*))));	23	59	97	852	4	32
((*,(*,(*,(*,((*,*),(*,(*,*))))))),((*,*),(*,*)));	29	63	123	660	4	32
((*,(*,(*,((*,*),(*,*))))),(*,(*,((*,*),(*,*)))));	20	58	87	951	4	64
((*,(*,(*,((*,*),(*,*))))),(*,((*,*),(*,(*,*)))));	19	57	84	957	4	32
((*,(*,(*,((*,*),(*,*))))),((*,*),(*,(*,(*,*)))));	18	56	80	966	4	32
((*,(*,(*,((*,*),(*,*))))),((*,*),((*,*),(*,*))));	15	55	78	969	5	128
((*,(*,(*,((*,*),(*,*))))),((*,(*,*)),(*,(*,*))));	15	55	77	975	4	64
((*,(*,(*,((*,*),(*,(*,*)))))),(*,((*,*),(*,*))));	23	59	97	852	4	32
((*,(*,(*,((*,*),(*,(*,*)))))),((*,*),(*,(*,*))));	22	58	94	858	4	16
((*,(*,(*,((*,*),(*,(*,(*,*))))))),((*,*),(*,*)));	28	62	119	669	4	32
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),(*,*)));	25	61	117	672	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),(*,*)));	25	61	116	678	4	64
((*,(*,((*,*),(*,*)))),(*,(*,((*,*),(*,(*,*))))));	19	57	84	957	4	32
((*,(*,((*,*),(*,*)))),(*,((*,*),(*,(*,(*,*))))));	18	56	80	966	4	32
((*,(*,((*,*),(*,*)))),(*,((*,*),((*,*),(*,*)))));	15	55	78	969	5	128
((*,(*,((*,*),(*,*)))),(*,((*,(*,*)),(*,(*,*)))));	15	55	77	975	4	64
((*,(*,((*,*),(*,*)))),((*,*),(*,(*,(*,(*,*))))));	17	55	75	978	4	32
((*,(*,((*,*),(*,*)))),((*,*),(*,((*,*),(*,*)))));	14	54	73	981	5	128
((*,(*,((*,*),(*,*)))),((*,*),((*,*),(*,(*,*)))));	13	53	70	987	5	64
((*,(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,(*,*)))));	13	53	68	1002	4	32
((*,(*,((*,*),(*,*)))),((*,(*,*)),((*,*),(*,*))));	10	52	66	1005	5	128
((*,(*,((*,*),(*,(*,*))))),(*,((*,*),(*,(*,*)))));	18	56	81	963	4	16
((*,(*,((*,*),(*,(*,*))))),((*,*),(*,(*,(*,*)))));	17	55	77	972	4	16
((*,(*,((*,*),(*,(*,*))))),((*,*),((*,*),(*,*))));	14	54	75	975	5	64
((*,(*,((*,*),(*,(*,*))))),((*,(*,*)),(*,(*,*))));	14	54	74	981	4	32
((*,(*,((*,*),(*,(*,(*,*)))))),(*,((*,*),(*,*))));	22	58	93	861	4	32
((*,(*,((*,*),(*,(*,(*,*)))))),((*,*),(*,(*,*))));	21	57	90	867	4	16
((*,(*,((*,*),(*,(*,(*,(*,*))))))),((*,*),(*,*)));	27	61	114	681	4	32
((*,(*,((*,*),(*,((*,*),(*,*)))))),((*,*),(*,*)));	24	60	112	684	5	128
((*,(*,((*,*),((*,*),(*,*))))),(*,((*,*),(*,*))));	19	57	91	864	5	128
((*,(*,((*,*),((*,*),(*,*))))),((*,*),(*,(*,*))));	18	56	88	870	5	64
((*,(*,((*,*),((*,*),(*,(*,*)))))),((*,*),(*,*)));	23	59	109	690	5	64
((*,(*,((*,(*,*)),(*,(*,*))))),(*,((*,*),(*,*))));	19	57	90	870	4	64
((*,(*,((*,(*,*)),(*,(*,*))))),((*,*),(*,(*,*))));	18	56	87	876	4	32
((*,(*,((*,(*,*)),(*,(*,(*,*)))))),((*,*),(*,*)));	23	59	107	705	4	32
((*,(*,((*,(*,*)),((*,*),(*,*))))),((*,*),(*,*)));	20	58	105	708	5	128
((*,((*,*),(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))));	21	57	88	873	4	32
((*,((*,*),(*,*))),(*,((*,*),(*,((*,*),(*,*))))));	18	56	86	876	5	128
((*,((*,*),(*,*))),(*,((*,*),((*,*),(*,(*,*))))));	17	55	83	882	5	64
((*,((*,*),(*,*))),(*,((*,(*,*)),(*,(*,(*,*))))));	17	55	81	897	4	32
((*,((*,*),(*,*))),(*,((*,(*,*)),((*,*),(*,*)))));	14	54	79	900	5	128
((*,((*,*),(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))));	20	56	82	888	4	32
((*,((*,*),(*,*))),((*,*),(*,(*,((*,*),(*,*))))));	17	55	80	891	5	128
((*,((*,*),(*,*))),((*,*),(*,((*,*),(*,(*,*))))));	16	54	77	897	5	64
((*,((*,*),(*,*))),((*,*),((*,*),(*,(*,(*,*))))));	15	53	73	906	5	64
((*,((*,*),(*,*))),((*,*),((*,*),((*,*),(*,*)))));	12	52	71	909	6	256
((*,((*,*),(*,*))),((*,*),((*,(*,*)),(*,(*,*)))));	12	52	70	915	5	128
((*,((*,*),(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))));	15	53	70	933	4	32
((*,((*,*),(*,*))),((*,(*,*)),(*,((*,*),(*,*)))));	12	52	68	936	5	128
((*,((*,*),(*,*))),((*,(*,*)),((*,*),(*,(*,*)))));	11	51	65	942	5	64
((*,((*,*),(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))));	12	52	66	951	4	64
((*,((*,*),(*,*))),((*,(*,(*,*))),((*,*),(*,*))));	9	51	64	954	5	128
((*,((*,*),(*,*))),(((*,*),(*,*)),((*,*),(*,*))));	6	50	62	957	6	1024
((*,((*,*),(*,(*,*)))),(*,((*,*),(*,(*,(*,*))))));	17	55	77	972	4	16
((*,((*,*),(*,(*,*)))),(*,((*,*),((*,*),(*,*)))));	14	54	75	975	5	64
((*,((*,*),(*,(*,*)))),(*,((*,(*,*)),(*,(*,*)))));	14	54	74	981	4	32
((*,((*,*),(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))));	16	54	72	984	4	16
((*,((*,*),(*,(*,*)))),((*,*),(*,((*,*),(*,*)))));	13	53	70	987	5	64
((*,((*,*),(*,(*,*)))),((*,*),((*,*),(*,(*,*)))));	12	52	67	993	5	32
((*,((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))));	12	52	65	1008	4	16
((*,((*,*),(*,(*,*)))),((*,(*,*)),((*,*),(*,*))));	9	51	63	1011	5	64
((*,((*,*),(*,(*,(*,*))))),((*,*),(*,(*,(*,*)))));	16	54	73	981	4	16
((*,((*,*),(*,(*,(*,*))))),((*,*),((*,*),(*,*))));	13	53	71	984	5	64
((*,((*,*),(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))));	13	53	70	990	4	32
((*,((*,*),(*,(*,(*,(*,*)))))),((*,*),(*,(*,*))));	20	56	85	879	4	16
((*,((*,*),(*,(*,(*,(*,(*,*))))))),((*,*),(*,*)));	26	60	108	696	4	32
((*,((*,*),(*,(*,((*,*),(*,*)))))),((*,*),(*,*)));	23	59	106	699	5	128
((*,((*,*),(*,((*,*),(*,*))))),((*,*),(*,(*,*))));	17	55	83	882	5	64
((*,((*,*),(*,((*,*),(*,(*,*)))))),((*,*),(*,*)));	22	58	103	705	5	64
((*,((*,*),((*,*),(*,*)))),((*,*),(*,(*,(*,*)))));	13	53	71	984	5	64
((*,((*,*),((*,*),(*,*)))),((*,*),((*,*),(*,*))));	10	52	69	987	6	256
((*,((*,*),((*,*),(*,*)))),((*,(*,*)),(*,(*,*))));	10	52	68	993	5	128
((*,((*,*),((*,*),(*,(*,*))))),((*,*),(*,(*,*))));	16	54	80	888	5	32
((*,((*,*),((*,*),(*,(*,(*,*)))))),((*,*),(*,*)));	21	57	99	714	5	64
((*,((*,*),((*,*),((*,*),(*,*))))),((*,*),(*,*)));	18	56	97	717	6	256
((*,((*,*),((*,(*,*)),(*,(*,*))))),((*,*),(*,*)));	18	56	96	723	5	128
((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,(*,(*,*)))));	13	53	70	990	4	32
((*,((*,(*,*)),(*,(*,*)))),((*,*),((*,*),(*,*))));	10	52	68	993	5	128
((*,((*,(*,*)),(*,(*,*)))),((*,(*,*)),(*,(*,*))));	10	52	67	999	4	64
((*,((*,(*,*)),(*,(*,(*,*))))),((*,*),(*,(*,*))));	16	54	78	903	4	16
((*,((*,(*,*)),(*,(*,(*,(*,*)))))),((*,*),(*,*)));	21	57	96	741	4	32
((*,((*,(*,*)),(*,((*,*),(*,*))))),((*,*),(*,*)));	18	56	94	744	5	128
((*,((*,(*,*)),((*,*),(*,*)))),((*,*),(*,(*,*))));	13	53	76	906	5	64
((*,((*,(*,*)),((*,*),(*,(*,*))))),((*,*),(*,*)));	17	55	91	750	5	64
((*,((*,(*,(*,*))),(*,(*,(*,*))))),((*,*),(*,*)));	18	56	92	759	4	64
((*,((*,(*,(*,*))),((*,*),(*,*)))),((*,*),(*,*)));	15	55	90	762	5	128
((*,(((*,*),(*,*)),((*,*),(*,*)))),((*,*),(*,*)));	12	54	88	765	6	1024
(((*,*),(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*))))))));	25	59	101	714	4	32
(((*,*),(*,*)),((*,*),(*,(*,(*,((*,*),(*,*)))))));	22	58	99	717	5	128
(((*,*),(*,*)),((*,*),(*,(*,((*,*),(*,(*,*)))))));	21	57	96	723	5	64
(((*,*),(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))));	20	56	92	732	5	64
(((*,*),(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))));	17	55	90	735	6	256
(((*,*),(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))));	17	55	89	741	5	128
(((*,*),(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))));	19	55	87	744	5	64
(((*,*),(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))));	16	54	85	747	6	256
(((*,*),(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))));	15	53	82	753	6	128
(((*,*),(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))));	15	53	80	768	5	64
(((*,*),(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))));	12	52	78	771	6	256
(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))));	19	55	83	786	4	32
(((*,*),(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))));	16	54	81	789	5	128
(((*,*),(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))));	15	53	78	795	5	64
(((*,*),(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))));	14	52	74	804	5	64
(((*,*),(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))));	11	51	72	807	6	256
(((*,*),(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))));	11	51	71	813	5	128
(((*,*),(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))));	15	53	74	831	4	32
(((*,*),(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))));	12	52	72	834	5	128
(((*,*),(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))));	11	51	69	840	5	64
(((*,*),(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))));	12	52	72	834	5	128
(((*,*),(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))));	9	51	70	837	6	512
(((*,*),(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))));	8	50	67	843	6	256
(((*,*),(*,(*,*))),((*,*),(*,(*,(*,(*,(*,*)))))));	19	55	79	894	4	16
(((*,*),(*,(*,*))),((*,*),(*,(*,((*,*),(*,*))))));	16	54	77	897	5	64
(((*,*),(*,(*,*))),((*,*),(*,((*,*),(*,(*,*))))));	15	53	74	903	5	32
(((*,*),(*,(*,*))),((*,*),((*,*),(*,(*,(*,*))))));	14	52	70	912	5	32
(((*,*),(*,(*,*))),((*,*),((*,*),((*,*),(*,*)))));	11	51	68	915	6	128
(((*,*),(*,(*,*))),((*,*),((*,(*,*)),(*,(*,*)))));	11	51	67	921	5	64
(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,(*,(*,*))))));	14	52	67	939	4	16
(((*,*),(*,(*,*))),((*,(*,*)),(*,((*,*),(*,*)))));	11	51	65	942	5	64
(((*,*),(*,(*,*))),((*,(*,*)),((*,*),(*,(*,*)))));	10	50	62	948	5	32
(((*,*),(*,(*,*))),((*,(*,(*,*))),(*,(*,(*,*)))));	11	51	63	957	4	32
(((*,*),(*,(*,*))),((*,(*,(*,*))),((*,*),(*,*))));	8	50	61	960	5	64
(((*,*),(*,(*,*))),(((*,*),(*,*)),((*,*),(*,*))));	5	49	59	963	6	512
(((*,*),(*,(*,(*,*)))),((*,*),(*,(*,(*,(*,*))))));	15	53	68	993	4	16
(((*,*),(*,(*,(*,*)))),((*,*),(*,((*,*),(*,*)))));	12	52	66	996	5	64
(((*,*),(*,(*,(*,*)))),((*,*),((*,*),(*,(*,*)))));	11	51	63	1002	5	32
(((*,*),(*,(*,(*,*)))),((*,(*,*)),(*,(*,(*,*)))));	11	51	61	1017	4	16
(((*,*),(*,(*,(*,*)))),((*,(*,*)),((*,*),(*,*))));	8	50	59	1020	5	64
(((*,*),(*,(*,(*,(*,*))))),((*,*),((*,*),(*,*))));	12	52	66	996	5	64
(((*,*),(*,(*,(*,(*,*))))),((*,(*,*)),(*,(*,*))));	12	52	65	1002	4	32
(((*,*),(*,((*,*),(*,*)))),((*,*),((*,*),(*,*))));	9	51	64	999	6	256
(((*,*),(*,((*,*),(*,*)))),((*,(*,*)),(*,(*,*))));	9	51	63	1005	5	128
(((*,*),((*,*),(*,*))),((*,*),((*,*),(*,(*,*)))));	8	50	61	1005	6	128
(((*,*),((*,*),(*,*))),((*,(*,*)),(*,(*,(*,*)))));	8	50	59	1020	5	64
(((*,*),((*,*),(*,*))),((*,(*,*)),((*,*),(*,*))));	5	49	57	1023	6	256
(((*,*),((*,*),(*,(*,*)))),((*,(*,*)),(*,(*,*))));	8	50	60	1011	5	64
(((*,(*,*)),(*,(*,*))),((*,(*,*)),(*,(*,(*,*)))));	8	50	58	1026	4	32
(((*,(*,*)),(*,(*,*))),((*,(*,*)),((*,*),(*,*))));	5	49	56	1029	5	128
