newick	colless	sackin	cophenetic	qi	cherries	automorphisms
(*,((*,*),(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	53	91	298	414	4	32
(*,((*,*),(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,*))))))));	50	90	296	417	5	64
(*,((*,*),(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,*))))))));	47	89	294	420	6	512
(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	60	94	307	369	4	16
(*,((*,*),(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,*))))))))));	57	93	305	372	5	64
(*,((*,*),(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,*))))))))));	56	92	302	378	5	32
(*,((*,*),(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,*))))))))));	55	91	298	387	5	32
(*,((*,*),(*,((*,*),((*,*),(*,((*,*),((*,*),(*,*)))))))));	52	90	296	390	6	128
(*,((*,*),(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	52	90	295	396	5	64
(*,((*,*),(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,*))))))))));	54	90	293	399	5	32
(*,((*,*),(*,((*,*),((*,*),((*,*),(*,((*,*),(*,*)))))))));	51	89	291	402	6	128
(*,((*,*),(*,((*,*),((*,*),((*,*),((*,*),(*,(*,*)))))))));	50	88	288	408	6	64
(*,((*,*),(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	50	88	286	423	5	32
(*,((*,*),(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,*))))))));	47	87	284	426	6	128
(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	54	90	289	441	4	16
(*,((*,*),(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	51	89	287	444	5	64
(*,((*,*),(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	50	88	284	450	5	32
(*,((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	49	87	280	459	5	32
(*,((*,*),(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,*))))))));	46	86	278	462	6	128
(*,((*,*),(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	46	86	277	468	5	64
(*,((*,*),(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	50	88	280	486	4	16
(*,((*,*),(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,*))))))));	47	87	278	489	5	64
(*,((*,*),(*,((*,*),((*,(*,(*,*))),((*,*),(*,(*,*))))))));	46	86	275	495	5	32
(*,((*,*),(*,((*,*),((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	47	87	278	489	5	64
(*,((*,*),(*,((*,*),((*,((*,*),(*,*))),((*,*),(*,*)))))));	44	86	276	492	6	256
(*,((*,*),(*,((*,*),(((*,*),(*,*)),((*,*),(*,(*,*))))))));	43	85	273	498	6	128
(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	60	94	301	450	3	8
(*,((*,*),(*,((*,(*,*)),(*,(*,(*,(*,((*,*),(*,*))))))))));	57	93	299	453	4	32
(*,((*,*),(*,((*,(*,*)),(*,(*,(*,((*,*),(*,(*,*))))))))));	56	92	296	459	4	16
(*,((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,(*,(*,*))))))))));	55	91	292	468	4	16
(*,((*,*),(*,((*,(*,*)),(*,(*,((*,*),((*,*),(*,*)))))))));	52	90	290	471	5	64
(*,((*,*),(*,((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,*)))))))));	52	90	289	477	4	32
(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,(*,(*,*))))))))));	54	90	287	480	4	16
(*,((*,*),(*,((*,(*,*)),(*,((*,*),(*,((*,*),(*,*)))))))));	51	89	285	483	5	64
(*,((*,*),(*,((*,(*,*)),(*,((*,*),((*,*),(*,(*,*)))))))));	50	88	282	489	5	32
(*,((*,*),(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,*)))))))));	50	88	280	504	4	16
(*,((*,*),(*,((*,(*,*)),(*,((*,(*,*)),((*,*),(*,*))))))));	47	87	278	507	5	64
(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,(*,(*,*))))))))));	53	89	281	495	4	16
(*,((*,*),(*,((*,(*,*)),((*,*),(*,(*,((*,*),(*,*)))))))));	50	88	279	498	5	64
(*,((*,*),(*,((*,(*,*)),((*,*),(*,((*,*),(*,(*,*)))))))));	49	87	276	504	5	32
(*,((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,(*,(*,*)))))))));	48	86	272	513	5	32
(*,((*,*),(*,((*,(*,*)),((*,*),((*,*),((*,*),(*,*))))))));	45	85	270	516	6	128
(*,((*,*),(*,((*,(*,*)),((*,*),((*,(*,*)),(*,(*,*))))))));	45	85	269	522	5	64
(*,((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,*)))))))));	48	86	269	540	4	16
(*,((*,*),(*,((*,(*,*)),((*,(*,*)),(*,((*,*),(*,*))))))));	45	85	267	543	5	64
(*,((*,*),(*,((*,(*,*)),((*,(*,*)),((*,*),(*,(*,*))))))));	44	84	264	549	5	32
(*,((*,*),(*,((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,*))))))));	45	85	265	558	4	32
(*,((*,*),(*,((*,(*,*)),((*,(*,(*,*))),((*,*),(*,*)))))));	42	84	263	561	5	64
(*,((*,*),(*,((*,(*,*)),(((*,*),(*,*)),((*,*),(*,*)))))));	39	83	261	564	6	512
(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,*))))))))));	54	90	279	576	3	8
(*,((*,*),(*,((*,(*,(*,*))),(*,(*,(*,((*,*),(*,*)))))))));	51	89	277	579	4	32
(*,((*,*),(*,((*,(*,(*,*))),(*,(*,((*,*),(*,(*,*)))))))));	50	88	274	585	4	16
(*,((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,(*,(*,*)))))))));	49	87	270	594	4	16
(*,((*,*),(*,((*,(*,(*,*))),(*,((*,*),((*,*),(*,*))))))));	46	86	268	597	5	64
(*,((*,*),(*,((*,(*,(*,*))),(*,((*,(*,*)),(*,(*,*))))))));	46	86	267	603	4	32
(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,(*,(*,*)))))))));	48	86	265	606	4	16
(*,((*,*),(*,((*,(*,(*,*))),((*,*),(*,((*,*),(*,*))))))));	45	85	263	609	5	64
(*,((*,*),(*,((*,(*,(*,*))),((*,*),((*,*),(*,(*,*))))))));	44	84	260	615	5	32
(*,((*,*),(*,((*,(*,(*,*))),((*,(*,*)),(*,(*,(*,*))))))));	44	84	258	630	4	16
(*,((*,*),(*,((*,(*,(*,*))),((*,(*,*)),((*,*),(*,*)))))));	41	83	256	633	5	64
(*,((*,*),(*,((*,(*,(*,(*,*)))),(*,(*,(*,(*,(*,*)))))))));	50	88	268	648	3	8
(*,((*,*),(*,((*,(*,(*,(*,*)))),(*,(*,((*,*),(*,*))))))));	47	87	266	651	4	32
(*,((*,*),(*,((*,(*,(*,(*,*)))),(*,((*,*),(*,(*,*))))))));	46	86	263	657	4	16
(*,((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,(*,(*,*))))))));	45	85	259	666	4	16
(*,((*,*),(*,((*,(*,(*,(*,*)))),((*,*),((*,*),(*,*)))))));	42	84	257	669	5	64
(*,((*,*),(*,((*,(*,(*,(*,*)))),((*,(*,*)),(*,(*,*)))))));	42	84	256	675	4	32
(*,((*,*),(*,((*,(*,(*,(*,(*,*))))),(*,((*,*),(*,*)))))));	47	87	266	651	4	32
(*,((*,*),(*,((*,(*,(*,(*,(*,*))))),((*,*),(*,(*,*)))))));	46	86	263	657	4	16
(*,((*,*),(*,((*,(*,(*,(*,(*,(*,*)))))),((*,*),(*,*))))));	51	89	277	579	4	32
(*,((*,*),(*,((*,(*,(*,((*,*),(*,*))))),((*,*),(*,*))))));	48	88	275	582	5	128
(*,((*,*),(*,((*,(*,((*,*),(*,*)))),(*,((*,*),(*,*)))))));	44	86	264	654	5	128
(*,((*,*),(*,((*,(*,((*,*),(*,*)))),((*,*),(*,(*,*)))))));	43	85	261	660	5	64
(*,((*,*),(*,((*,(*,((*,*),(*,(*,*))))),((*,*),(*,*))))));	47	87	272	588	5	64
(*,((*,*),(*,((*,((*,*),(*,*))),(*,((*,*),(*,(*,*))))))));	43	85	261	660	5	64
(*,((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,(*,(*,*))))))));	42	84	257	669	5	64
(*,((*,*),(*,((*,((*,*),(*,*))),((*,*),((*,*),(*,*)))))));	39	83	255	672	6	256
(*,((*,*),(*,((*,((*,*),(*,*))),((*,(*,*)),(*,(*,*)))))));	39	83	254	678	5	128
(*,((*,*),(*,((*,((*,*),(*,(*,*)))),((*,*),(*,(*,*)))))));	42	84	258	666	5	32
(*,((*,*),(*,((*,((*,*),(*,(*,(*,*))))),((*,*),(*,*))))));	46	86	268	597	5	64
(*,((*,*),(*,((*,((*,*),((*,*),(*,*)))),((*,*),(*,*))))));	43	85	266	600	6	256
(*,((*,*),(*,((*,((*,(*,*)),(*,(*,*)))),((*,*),(*,*))))));	43	85	265	606	5	128
(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	45	85	263	609	5	64
(*,((*,*),(*,(((*,*),(*,*)),((*,*),(*,((*,*),(*,*))))))));	42	84	261	612	6	256
(*,((*,*),(*,(((*,*),(*,*)),((*,*),((*,*),(*,(*,*))))))));	41	83	258	618	6	128
(*,((*,*),(*,(((*,*),(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	41	83	256	633	5	64
(*,((*,*),(*,(((*,*),(*,*)),((*,(*,*)),((*,*),(*,*)))))));	38	82	254	636	6	256
(*,((*,*),(*,(((*,*),(*,(*,*))),((*,*),(*,(*,(*,*))))))));	41	83	254	675	5	32
(*,((*,*),(*,(((*,*),(*,(*,*))),((*,*),((*,*),(*,*)))))));	38	82	252	678	6	128
(*,((*,*),(*,(((*,*),(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	38	82	251	684	5	64
(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,(*,(*,*))))))))))));	67	99	324	333	3	8
(*,((*,*),((*,*),(*,(*,(*,(*,(*,(*,((*,*),(*,*)))))))))));	64	98	322	336	4	32
(*,((*,*),((*,*),(*,(*,(*,(*,(*,((*,*),(*,(*,*)))))))))));	63	97	319	342	4	16
(*,((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,(*,(*,*)))))))))));	62	96	315	351	4	16
(*,((*,*),((*,*),(*,(*,(*,(*,((*,*),((*,*),(*,*))))))))));	59	95	313	354	5	64
(*,((*,*),((*,*),(*,(*,(*,(*,((*,(*,*)),(*,(*,*))))))))));	59	95	312	360	4	32
(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))))));	61	95	310	363	4	16
(*,((*,*),((*,*),(*,(*,(*,((*,*),(*,((*,*),(*,*))))))))));	58	94	308	366	5	64
(*,((*,*),((*,*),(*,(*,(*,((*,*),((*,*),(*,(*,*))))))))));	57	93	305	372	5	32
(*,((*,*),((*,*),(*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))))));	57	93	303	387	4	16
(*,((*,*),((*,*),(*,(*,(*,((*,(*,*)),((*,*),(*,*)))))))));	54	92	301	390	5	64
(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,(*,(*,*)))))))))));	60	94	304	378	4	16
(*,((*,*),((*,*),(*,(*,((*,*),(*,(*,((*,*),(*,*))))))))));	57	93	302	381	5	64
(*,((*,*),((*,*),(*,(*,((*,*),(*,((*,*),(*,(*,*))))))))));	56	92	299	387	5	32
(*,((*,*),((*,*),(*,(*,((*,*),((*,*),(*,(*,(*,*))))))))));	55	91	295	396	5	32
(*,((*,*),((*,*),(*,(*,((*,*),((*,*),((*,*),(*,*)))))))));	52	90	293	399	6	128
(*,((*,*),((*,*),(*,(*,((*,*),((*,(*,*)),(*,(*,*)))))))));	52	90	292	405	5	64
(*,((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,(*,(*,*))))))))));	55	91	292	423	4	16
(*,((*,*),((*,*),(*,(*,((*,(*,*)),(*,((*,*),(*,*)))))))));	52	90	290	426	5	64
(*,((*,*),((*,*),(*,(*,((*,(*,*)),((*,*),(*,(*,*)))))))));	51	89	287	432	5	32
(*,((*,*),((*,*),(*,(*,((*,(*,(*,*))),(*,(*,(*,*)))))))));	52	90	288	441	4	32
(*,((*,*),((*,*),(*,(*,((*,(*,(*,*))),((*,*),(*,*))))))));	49	89	286	444	5	64
(*,((*,*),((*,*),(*,(*,(((*,*),(*,*)),((*,*),(*,*))))))));	46	88	284	447	6	512
(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))));	59	93	297	396	4	16
(*,((*,*),((*,*),(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))));	56	92	295	399	5	64
(*,((*,*),((*,*),(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))));	55	91	292	405	5	32
(*,((*,*),((*,*),(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))));	54	90	288	414	5	32
(*,((*,*),((*,*),(*,((*,*),(*,((*,*),((*,*),(*,*)))))))));	51	89	286	417	6	128
(*,((*,*),((*,*),(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))));	51	89	285	423	5	64
(*,((*,*),((*,*),(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))));	53	89	283	426	5	32
(*,((*,*),((*,*),(*,((*,*),((*,*),(*,((*,*),(*,*)))))))));	50	88	281	429	6	128
(*,((*,*),((*,*),(*,((*,*),((*,*),((*,*),(*,(*,*)))))))));	49	87	278	435	6	64
(*,((*,*),((*,*),(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))));	49	87	276	450	5	32
(*,((*,*),((*,*),(*,((*,*),((*,(*,*)),((*,*),(*,*))))))));	46	86	274	453	6	128
(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))));	53	89	279	468	4	16
(*,((*,*),((*,*),(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))));	50	88	277	471	5	64
(*,((*,*),((*,*),(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))));	49	87	274	477	5	32
(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))));	48	86	270	486	5	32
(*,((*,*),((*,*),(*,((*,(*,*)),((*,*),((*,*),(*,*))))))));	45	85	268	489	6	128
(*,((*,*),((*,*),(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))));	45	85	267	495	5	64
(*,((*,*),((*,*),(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))));	49	87	270	513	4	16
(*,((*,*),((*,*),(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))));	46	86	268	516	5	64
(*,((*,*),((*,*),(*,((*,(*,(*,*))),((*,*),(*,(*,*))))))));	45	85	265	522	5	32
(*,((*,*),((*,*),(*,((*,(*,(*,(*,*)))),((*,*),(*,*)))))));	46	86	268	516	5	64
(*,((*,*),((*,*),(*,((*,((*,*),(*,*))),((*,*),(*,*)))))));	43	85	266	519	6	256
(*,((*,*),((*,*),(*,(((*,*),(*,*)),((*,*),(*,(*,*))))))));	42	84	263	525	6	128
(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,(*,(*,*)))))))))));	58	92	289	417	4	16
(*,((*,*),((*,*),((*,*),(*,(*,(*,(*,((*,*),(*,*))))))))));	55	91	287	420	5	64
(*,((*,*),((*,*),((*,*),(*,(*,(*,((*,*),(*,(*,*))))))))));	54	90	284	426	5	32
(*,((*,*),((*,*),((*,*),(*,(*,((*,*),(*,(*,(*,*))))))))));	53	89	280	435	5	32
(*,((*,*),((*,*),((*,*),(*,(*,((*,*),((*,*),(*,*)))))))));	50	88	278	438	6	128
(*,((*,*),((*,*),((*,*),(*,(*,((*,(*,*)),(*,(*,*)))))))));	50	88	277	444	5	64
(*,((*,*),((*,*),((*,*),(*,((*,*),(*,(*,(*,(*,*))))))))));	52	88	275	447	5	32
(*,((*,*),((*,*),((*,*),(*,((*,*),(*,((*,*),(*,*)))))))));	49	87	273	450	6	128
(*,((*,*),((*,*),((*,*),(*,((*,*),((*,*),(*,(*,*)))))))));	48	86	270	456	6	64
(*,((*,*),((*,*),((*,*),(*,((*,(*,*)),(*,(*,(*,*)))))))));	48	86	268	471	5	32
(*,((*,*),((*,*),((*,*),(*,((*,(*,*)),((*,*),(*,*))))))));	45	85	266	474	6	128
(*,((*,*),((*,*),((*,*),((*,*),(*,(*,(*,(*,(*,*))))))))));	51	87	269	462	5	32
(*,((*,*),((*,*),((*,*),((*,*),(*,(*,((*,*),(*,*)))))))));	48	86	267	465	6	128
(*,((*,*),((*,*),((*,*),((*,*),(*,((*,*),(*,(*,*)))))))));	47	85	264	471	6	64
(*,((*,*),((*,*),((*,*),((*,*),((*,*),(*,(*,(*,*)))))))));	46	84	260	480	6	64
(*,((*,*),((*,*),((*,*),((*,*),((*,*),((*,*),(*,*))))))));	43	83	258	483	7	256
(*,((*,*),((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,*))))))));	43	83	257	489	6	128
(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,*)))))))));	46	84	257	507	5	32
(*,((*,*),((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,*))))))));	43	83	255	510	6	128
(*,((*,*),((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,*))))))));	42	82	252	516	6	64
(*,((*,*),((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,*))))))));	43	83	253	525	5	64
(*,((*,*),((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,*)))))));	40	82	251	528	6	128
(*,((*,*),((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,*)))))));	37	81	249	531	7	1024
(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,*))))))))));	51	87	264	522	4	16
(*,((*,*),((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,*)))))))));	48	86	262	525	5	64
(*,((*,*),((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,*)))))))));	47	85	259	531	5	32
(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,*)))))))));	46	84	255	540	5	32
(*,((*,*),((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,*))))))));	43	83	253	543	6	128
(*,((*,*),((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,*))))))));	43	83	252	549	5	64
(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,*)))))))));	45	83	250	552	5	32
(*,((*,*),((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,*))))))));	42	82	248	555	6	128
(*,((*,*),((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,*))))))));	41	81	245	561	6	64
(*,((*,*),((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,*))))))));	41	81	243	576	5	32
(*,((*,*),((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,*)))))));	38	80	241	579	6	128
(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,*)))))))));	46	84	249	603	4	16
(*,((*,*),((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,*))))))));	43	83	247	606	5	64
(*,((*,*),((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,*))))))));	42	82	244	612	5	32
(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),(*,(*,(*,*))))))));	41	81	240	621	5	32
(*,((*,*),((*,*),((*,(*,(*,*))),((*,*),((*,*),(*,*)))))));	38	80	238	624	6	128
(*,((*,*),((*,*),((*,(*,(*,*))),((*,(*,*)),(*,(*,*)))))));	38	80	237	630	5	64
(*,((*,*),((*,*),((*,(*,(*,(*,*)))),(*,(*,(*,(*,*))))))));	43	83	244	633	4	32
(*,((*,*),((*,*),((*,(*,(*,(*,*)))),(*,((*,*),(*,*)))))));	40	82	242	636	5	64
(*,((*,*),((*,*),((*,(*,(*,(*,*)))),((*,*),(*,(*,*)))))));	39	81	239	642	5	32
(*,((*,*),((*,*),((*,(*,(*,(*,(*,*))))),((*,*),(*,*))))));	43	83	247	606	5	64
(*,((*,*),((*,*),((*,(*,((*,*),(*,*)))),((*,*),(*,*))))));	40	82	245	609	6	256
(*,((*,*),((*,*),((*,((*,*),(*,*))),(*,((*,*),(*,*)))))));	37	81	240	639	6	512
(*,((*,*),((*,*),((*,((*,*),(*,*))),((*,*),(*,(*,*)))))));	36	80	237	645	6	128
(*,((*,*),((*,*),((*,((*,*),(*,(*,*)))),((*,*),(*,*))))));	39	81	242	615	6	128
(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),(*,(*,(*,*))))))));	38	80	238	624	6	128
(*,((*,*),((*,*),(((*,*),(*,*)),((*,*),((*,*),(*,*)))))));	35	79	236	627	7	512
(*,((*,*),((*,*),(((*,*),(*,*)),((*,(*,*)),(*,(*,*)))))));	35	79	235	633	6	256
(*,((*,*),((*,*),(((*,*),(*,(*,*))),((*,*),(*,(*,*)))))));	35	79	234	651	6	128
(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,(*,(*,(*,*)))))))))));	58	92	282	522	3	8
(*,((*,*),((*,(*,*)),(*,(*,(*,(*,(*,((*,*),(*,*))))))))));	55	91	280	525	4	32
(*,((*,*),((*,(*,*)),(*,(*,(*,(*,((*,*),(*,(*,*))))))))));	54	90	277	531	4	16
(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),(*,(*,(*,*))))))))));	53	89	273	540	4	16
(*,((*,*),((*,(*,*)),(*,(*,(*,((*,*),((*,*),(*,*)))))))));	50	88	271	543	5	64
(*,((*,*),((*,(*,*)),(*,(*,(*,((*,(*,*)),(*,(*,*)))))))));	50	88	270	549	4	32
(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,(*,(*,(*,*))))))))));	52	88	268	552	4	16
(*,((*,*),((*,(*,*)),(*,(*,((*,*),(*,((*,*),(*,*)))))))));	49	87	266	555	5	64
(*,((*,*),((*,(*,*)),(*,(*,((*,*),((*,*),(*,(*,*)))))))));	48	86	263	561	5	32
(*,((*,*),((*,(*,*)),(*,(*,((*,(*,*)),(*,(*,(*,*)))))))));	48	86	261	576	4	16
(*,((*,*),((*,(*,*)),(*,(*,((*,(*,*)),((*,*),(*,*))))))));	45	85	259	579	5	64
(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,(*,(*,(*,*))))))))));	51	87	262	567	4	16
(*,((*,*),((*,(*,*)),(*,((*,*),(*,(*,((*,*),(*,*)))))))));	48	86	260	570	5	64
(*,((*,*),((*,(*,*)),(*,((*,*),(*,((*,*),(*,(*,*)))))))));	47	85	257	576	5	32
(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),(*,(*,(*,*)))))))));	46	84	253	585	5	32
(*,((*,*),((*,(*,*)),(*,((*,*),((*,*),((*,*),(*,*))))))));	43	83	251	588	6	128
(*,((*,*),((*,(*,*)),(*,((*,*),((*,(*,*)),(*,(*,*))))))));	43	83	250	594	5	64
(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,(*,(*,(*,*)))))))));	46	84	250	612	4	16
(*,((*,*),((*,(*,*)),(*,((*,(*,*)),(*,((*,*),(*,*))))))));	43	83	248	615	5	64
(*,((*,*),((*,(*,*)),(*,((*,(*,*)),((*,*),(*,(*,*))))))));	42	82	245	621	5	32
(*,((*,*),((*,(*,*)),(*,((*,(*,(*,*))),(*,(*,(*,*))))))));	43	83	246	630	4	32
(*,((*,*),((*,(*,*)),(*,((*,(*,(*,*))),((*,*),(*,*)))))));	40	82	244	633	5	64
(*,((*,*),((*,(*,*)),(*,(((*,*),(*,*)),((*,*),(*,*)))))));	37	81	242	636	6	512
(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,(*,(*,(*,*))))))))));	50	86	255	585	4	16
(*,((*,*),((*,(*,*)),((*,*),(*,(*,(*,((*,*),(*,*)))))))));	47	85	253	588	5	64
(*,((*,*),((*,(*,*)),((*,*),(*,(*,((*,*),(*,(*,*)))))))));	46	84	250	594	5	32
(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),(*,(*,(*,*)))))))));	45	83	246	603	5	32
(*,((*,*),((*,(*,*)),((*,*),(*,((*,*),((*,*),(*,*))))))));	42	82	244	606	6	128
(*,((*,*),((*,(*,*)),((*,*),(*,((*,(*,*)),(*,(*,*))))))));	42	82	243	612	5	64
(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,(*,(*,(*,*)))))))));	44	82	241	615	5	32
(*,((*,*),((*,(*,*)),((*,*),((*,*),(*,((*,*),(*,*))))))));	41	81	239	618	6	128
(*,((*,*),((*,(*,*)),((*,*),((*,*),((*,*),(*,(*,*))))))));	40	80	236	624	6	64
(*,((*,*),((*,(*,*)),((*,*),((*,(*,*)),(*,(*,(*,*))))))));	40	80	234	639	5	32
(*,((*,*),((*,(*,*)),((*,*),((*,(*,*)),((*,*),(*,*)))))));	37	79	232	642	6	128
(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,(*,(*,(*,*)))))))));	44	82	237	657	4	16
(*,((*,*),((*,(*,*)),((*,(*,*)),(*,(*,((*,*),(*,*))))))));	41	81	235	660	5	64
(*,((*,*),((*,(*,*)),((*,(*,*)),(*,((*,*),(*,(*,*))))))));	40	80	232	666	5	32
(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),(*,(*,(*,*))))))));	39	79	228	675	5	32
(*,((*,*),((*,(*,*)),((*,(*,*)),((*,*),((*,*),(*,*)))))));	36	78	226	678	6	128
(*,((*,*),((*,(*,*)),((*,(*,*)),((*,(*,*)),(*,(*,*)))))));	36	78	225	684	5	64
(*,((*,*),((*,(*,*)),((*,(*,(*,*))),(*,(*,(*,(*,*))))))));	40	80	228	702	4	16
(*,((*,*),((*,(*,*)),((*,(*,(*,*))),(*,((*,*),(*,*)))))));	37	79	226	705	5	64
(*,((*,*),((*,(*,*)),((*,(*,(*,*))),((*,*),(*,(*,*)))))));	36	78	223	711	5	32
(*,((*,*),((*,(*,*)),((*,(*,(*,(*,*)))),((*,*),(*,*))))));	37	79	226	705	5	64
(*,((*,*),((*,(*,*)),((*,((*,*),(*,*))),((*,*),(*,*))))));	34	78	224	708	6	256
(*,((*,*),((*,(*,*)),(((*,*),(*,*)),((*,*),(*,(*,*)))))));	33	77	221	714	6	128
(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,(*,(*,(*,*))))))))));	51	87	252	702	3	8
(*,((*,*),((*,(*,(*,*))),(*,(*,(*,(*,((*,*),(*,*)))))))));	48	86	250	705	4	32
(*,((*,*),((*,(*,(*,*))),(*,(*,(*,((*,*),(*,(*,*)))))))));	47	85	247	711	4	16
(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),(*,(*,(*,*)))))))));	46	84	243	720	4	16
(*,((*,*),((*,(*,(*,*))),(*,(*,((*,*),((*,*),(*,*))))))));	43	83	241	723	5	64
(*,((*,*),((*,(*,(*,*))),(*,(*,((*,(*,*)),(*,(*,*))))))));	43	83	240	729	4	32
(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,(*,(*,(*,*)))))))));	45	83	238	732	4	16
(*,((*,*),((*,(*,(*,*))),(*,((*,*),(*,((*,*),(*,*))))))));	42	82	236	735	5	64
